country_ISO3,technology_field,success_within_3_years_proba,success_within_5_years_proba,success_within_10_years_proba,success_within_20_years_proba,number_of_companies
QAT,Energy Efficiency,0.0,0.0,0.0,0.0,2.0
QAT,Fossil Fuels,37.5,37.5,37.5,37.5,4.0
QAT,Grid,0.0,0.0,0.0,33.33333333333333,1.5
QAT,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,1.0
QAT,Other Energy,14.285714285714285,14.285714285714285,14.285714285714285,28.57142857142857,3.5
QAT,Other Renewables,0.0,0.0,0.0,0.0,2.0
ROM,Energy Efficiency,0.0,0.0,0.0,3.7383177570093453,26.75
ROM,Fossil Fuels,0.0,0.0,5.769230769230769,5.769230769230769,8.666666666666666
ROM,Grid,0.0,0.0,0.0,0.0,21.0
ROM,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,4.0
ROM,Nuclear,0.0,0.0,0.0,0.0,0.3333333333333333
ROM,Other Energy,0.0,0.0,1.6172506738544474,1.6172506738544474,30.916666666666668
ROM,Other Renewables,0.0,0.0,0.0,0.0,1.8333333333333333
ROM,Solar,0.0,0.0,0.0,0.0,15.083333333333334
ROM,Storage (not electromobility),0.0,0.0,0.0,0.0,1.8333333333333333
ROM,Wind,0.0,0.0,0.0,0.0,0.5833333333333333
RUS,Energy Efficiency,0.0,0.0,1.408450704225352,4.225352112676056,23.666666666666668
RUS,Fossil Fuels,2.3483365949119372,3.131115459882583,8.610567514677104,16.829745596868882,42.583333333333336
RUS,Grid,6.024096385542168,15.06024096385542,41.566265060240966,53.6144578313253,27.666666666666668
RUS,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,7.0
RUS,Hydrogen and Fuel Cells,0.0,0.0,0.0,0.0,0.25
RUS,Nuclear,0.0,0.0,0.0,14.285714285714285,2.3333333333333335
RUS,Other Energy,0.7797270955165692,2.7290448343079916,8.966861598440545,19.493177387914233,42.75
RUS,Other Renewables,0.0,4.819277108433735,9.63855421686747,19.27710843373494,6.916666666666666
RUS,Solar,0.0,0.0,0.0,0.0,2.5
RUS,Storage (not electromobility),0.0,0.0,0.0,0.0,2.3333333333333335
RWA,Energy Efficiency,0.0,0.0,0.0,0.0,2.0
RWA,Fossil Fuels,0.0,0.0,0.0,0.0,1.0
RWA,Grid,0.0,0.0,0.0,0.0,0.5
RWA,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,2.0
RWA,Other Energy,0.0,0.0,0.0,0.0,3.5
RWA,Other Renewables,0.0,0.0,0.0,0.0,3.5
RWA,Solar,0.0,0.0,0.0,0.0,0.5
SAU,Energy Efficiency,0.0,0.0,0.0,0.0,4.25
SAU,Fossil Fuels,13.333333333333334,13.333333333333334,13.333333333333334,26.666666666666668,7.5
SAU,Grid,0.0,0.0,0.0,0.0,2.0
SAU,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,1.0
SAU,Other Energy,0.0,8.88888888888889,17.77777777777778,17.77777777777778,11.25
SAU,Other Renewables,0.0,0.0,0.0,0.0,4.5
SAU,Solar,0.0,0.0,0.0,0.0,2.5
SDN,Other Energy,0.0,0.0,0.0,0.0,1.0
SEN,Energy Efficiency,0.0,0.0,0.0,0.0,0.3333333333333333
SEN,Fossil Fuels,0.0,0.0,0.0,0.0,1.0
SEN,Grid,0.0,0.0,0.0,0.0,0.5
SEN,Other Energy,0.0,0.0,0.0,0.0,2.8333333333333335
SEN,Solar,0.0,0.0,0.0,0.0,1.3333333333333333
SGP,Bioenergy,0.0,50.0,100.0,100.0,2.0
SGP,Energy Efficiency,0.0,3.6659877800407332,6.109979633401222,8.55397148676171,40.916666666666664
SGP,Fossil Fuels,3.2906764168190126,3.2906764168190126,14.259597806215721,15.35648994515539,45.583333333333336
SGP,Grid,0.0,0.0,0.0,11.009174311926605,9.083333333333334
SGP,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,18.0
SGP,Other Energy,3.1957390146471374,7.989347536617843,14.913448735019974,16.511318242343542,62.583333333333336
SGP,Other Renewables,0.0,2.1660649819494586,6.498194945848376,6.498194945848376,23.083333333333332
SGP,Solar,3.870967741935484,3.870967741935484,14.193548387096774,18.064516129032256,12.916666666666666
SGP,Storage (not electromobility),0.0,0.0,5.714285714285714,5.714285714285714,5.833333333333333
SLE,Grid,0.0,0.0,0.0,0.0,0.3333333333333333
SLE,Other Energy,0.0,0.0,0.0,0.0,0.3333333333333333
SLE,Solar,0.0,0.0,0.0,0.0,0.3333333333333333
SLV,Grid,0.0,0.0,0.0,0.0,0.5
SLV,Other Energy,0.0,0.0,0.0,0.0,1.5
SLV,Other Renewables,0.0,0.0,0.0,0.0,2.0
SOM,Other Energy,0.0,0.0,0.0,0.0,0.5
SOM,Solar,0.0,0.0,0.0,0.0,0.5
SRB,Energy Efficiency,0.0,0.0,0.0,0.0,11.333333333333334
SRB,Fossil Fuels,0.0,0.0,0.0,0.0,2.0
SRB,Grid,0.0,0.0,0.0,0.0,3.8333333333333335
SRB,Other Energy,0.0,0.0,0.0,0.0,2.333333333333333
SRB,Other Renewables,0.0,0.0,0.0,0.0,0.5
SRB,Solar,0.0,0.0,0.0,0.0,1.0
SUR,Other Energy,0.0,0.0,0.0,0.0,0.5
SUR,Other Renewables,0.0,0.0,0.0,0.0,0.5
SVK,Bioenergy,0.0,0.0,0.0,0.0,1.25
SVK,Energy Efficiency,0.0,0.0,0.0,0.0,35.983333333333334
SVK,Fossil Fuels,0.0,0.0,0.0,0.0,6.333333333333333
SVK,Grid,0.0,0.0,0.0,0.0,15.583333333333334
SVK,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,2.0
SVK,Other Energy,0.0,0.0,0.0,0.0,36.7
SVK,Other Renewables,0.0,0.0,0.0,0.0,9.95
SVK,Solar,0.0,0.0,0.0,0.0,27.416666666666668
SVK,Storage (not electromobility),0.0,0.0,0.0,0.0,5.2
SVK,Wind,0.0,0.0,0.0,0.0,0.5833333333333333
SVN,Energy Efficiency,0.0,0.0,0.0,0.0,8.066666666666666
SVN,Fossil Fuels,100.0,100.0,100.0,100.0,1.0
SVN,Grid,0.0,0.0,0.0,0.0,3.3333333333333335
SVN,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,6.0
SVN,Other Energy,0.0,0.0,0.0,0.0,3.3666666666666667
SVN,Other Renewables,0.0,0.0,0.0,0.0,4.233333333333333
SVN,Storage (not electromobility),0.0,0.0,0.0,0.0,1.0
SWE,Bioenergy,19.35483870967742,19.35483870967742,38.70967741935484,38.70967741935484,5.166666666666667
SWE,Energy Efficiency,3.0257186081694405,4.538577912254161,7.564296520423601,9.077155824508322,66.1
SWE,Fossil Fuels,3.3802816901408455,5.070422535211268,7.887323943661971,9.577464788732394,29.583333333333332
SWE,Grid,0.0,0.755287009063444,3.021148036253776,13.972809667673717,66.2
SWE,Hybrid and Electric mobility,0.0,0.0,12.0,12.0,25.0
SWE,Hydrogen and Fuel Cells,0.0,0.0,40.0,40.0,0.8333333333333333
SWE,Nuclear,0.0,0.0,0.0,0.0,2.833333333333333
SWE,Other Energy,1.2863115017686784,1.9294672526530177,4.609282881337764,6.2171722585486116,155.48333333333332
SWE,Other Renewables,0.0,3.278688524590164,6.0109289617486334,7.650273224043715,61.0
SWE,Solar,0.0,0.0,4.2979942693409745,5.01432664756447,34.9
SWE,Storage (not electromobility),0.0,0.0,0.0,2.029769959404601,12.316666666666666
SWE,Wind,0.0,0.0,0.0,3.79746835443038,6.583333333333333
TAN,Energy Efficiency,0.0,0.0,0.0,0.0,0.4
TAN,Fossil Fuels,14.285714285714285,14.285714285714285,28.57142857142857,28.57142857142857,3.5
TAN,Grid,0.0,0.0,0.0,0.0,0.3333333333333333
TAN,Other Energy,13.513513513513512,13.513513513513512,13.513513513513512,13.513513513513512,3.7
TAN,Other Renewables,0.0,0.0,18.51851851851852,18.51851851851852,2.7
TAN,Solar,0.0,0.0,0.0,0.0,0.8333333333333333
TAN,Storage (not electromobility),0.0,0.0,0.0,0.0,0.5333333333333333
TCD,Other Energy,0.0,0.0,0.0,0.0,0.5
TCD,Solar,0.0,0.0,0.0,0.0,0.5
TGO,Fossil Fuels,0.0,0.0,0.0,0.0,1.0
THA,Bioenergy,0.0,0.0,15.384615384615385,15.384615384615385,2.1666666666666665
THA,Energy Efficiency,0.0,0.0,6.521739130434782,19.565217391304344,7.666666666666667
THA,Fossil Fuels,0.0,8.108108108108107,8.108108108108107,24.324324324324323,12.333333333333334
THA,Grid,2.8985507246376807,2.8985507246376807,2.8985507246376807,2.8985507246376807,11.5
THA,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,1.0
THA,Other Energy,3.4965034965034962,3.4965034965034962,11.188811188811188,11.188811188811188,23.833333333333332
THA,Other Renewables,4.25531914893617,4.25531914893617,4.25531914893617,4.25531914893617,7.833333333333333
THA,Solar,8.823529411764707,8.823529411764707,14.705882352941178,14.705882352941178,5.666666666666666
THA,Storage (not electromobility),0.0,0.0,0.0,0.0,1.0
TLS,Fossil Fuels,0.0,0.0,0.0,0.0,0.5
TLS,Other Energy,0.0,0.0,0.0,0.0,0.5
TTO,Energy Efficiency,0.0,0.0,0.0,0.0,1.5
TTO,Fossil Fuels,0.0,0.0,0.0,0.0,2.0
TTO,Grid,0.0,0.0,0.0,0.0,0.8333333333333333
TTO,Other Energy,0.0,0.0,0.0,21.428571428571427,2.3333333333333335
TTO,Other Renewables,0.0,0.0,0.0,60.00000000000001,0.8333333333333333
TTO,Solar,0.0,0.0,0.0,0.0,0.5
TUN,Energy Efficiency,0.0,0.0,0.0,0.0,3.3333333333333335
TUN,Fossil Fuels,0.0,0.0,0.0,0.0,3.333333333333333
TUN,Grid,0.0,0.0,0.0,0.0,0.6666666666666666
TUN,Other Energy,0.0,0.0,0.0,0.0,8.5
TUN,Other Renewables,0.0,0.0,0.0,0.0,3.6666666666666665
TUN,Solar,0.0,0.0,0.0,0.0,2.5
TUR,Energy Efficiency,0.0,0.0,0.0,1.963350785340314,25.466666666666665
TUR,Fossil Fuels,0.0,0.0,4.823151125401929,9.646302250803858,10.366666666666667
TUR,Grid,0.0,7.5,22.499999999999996,44.99999999999999,6.666666666666667
TUR,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,8.0
TUR,Other Energy,1.3863216266173755,4.158964879852126,12.476894639556377,20.79482439926063,36.06666666666666
TUR,Other Renewables,0.0,5.084745762711864,10.169491525423728,10.169491525423728,9.833333333333334
TUR,Solar,7.853403141361256,7.853403141361256,7.853403141361256,15.706806282722512,6.366666666666667
TUR,Storage (not electromobility),0.0,0.0,0.0,0.0,4.2
TUR,Wind,0.0,0.0,0.0,0.0,1.0333333333333332
TWN,Energy Efficiency,0.0,4.651162790697675,16.27906976744186,16.27906976744186,21.5
TWN,Fossil Fuels,0.0,0.0,0.0,16.216216216216218,3.083333333333333
TWN,Grid,0.0,0.0,0.0,12.765957446808512,7.833333333333333
TWN,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,8.0
TWN,Other Energy,2.955665024630542,2.955665024630542,5.911330049261084,14.778325123152708,16.916666666666668
TWN,Other Renewables,0.0,0.0,15.0,15.0,6.666666666666667
TWN,Solar,6.741573033707865,6.741573033707865,6.741573033707865,6.741573033707865,7.416666666666667
TWN,Storage (not electromobility),0.0,0.0,8.823529411764705,17.64705882352941,11.333333333333334
TWN,Wind,0.0,0.0,0.0,0.0,1.25
UGA,Energy Efficiency,0.0,0.0,50.0,50.0,0.6666666666666666
UGA,Fossil Fuels,0.0,0.0,0.0,0.0,1.6666666666666665
UGA,Grid,0.0,0.0,18.181818181818183,18.181818181818183,1.8333333333333333
UGA,Other Energy,0.0,0.0,2.222222222222222,2.222222222222222,15.0
UGA,Other Renewables,0.0,0.0,0.0,0.0,5.333333333333333
UGA,Solar,0.0,0.0,0.0,0.0,5.0
UGA,Storage (not electromobility),0.0,0.0,0.0,0.0,0.5
UKR,Bioenergy,0.0,0.0,0.0,0.0,2.3333333333333335
UKR,Energy Efficiency,0.0,0.0,0.0,0.0,50.0
UKR,Fossil Fuels,0.0,4.225352112676056,4.225352112676056,8.450704225352112,23.666666666666668
UKR,Grid,0.0,0.0,0.0,0.0,36.583333333333336
UKR,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,3.0
UKR,Nuclear,0.0,0.0,0.0,0.0,1.3333333333333333
UKR,Other Energy,0.0,0.0,0.0,0.0,45.416666666666664
UKR,Other Renewables,0.0,0.0,0.0,0.0,10.083333333333334
UKR,Solar,0.0,0.0,0.0,0.0,20.25
UKR,Storage (not electromobility),0.0,0.0,0.0,0.0,8.333333333333332
UKR,Wind,0.0,0.0,0.0,0.0,2.0
URY,Energy Efficiency,0.0,0.0,0.0,0.0,0.5
URY,Grid,0.0,0.0,0.0,0.0,0.3333333333333333
URY,Other Energy,0.0,0.0,0.0,0.0,0.8333333333333333
URY,Solar,0.0,0.0,0.0,0.0,0.3333333333333333
USA,Bioenergy,1.1695906432748537,3.216374269005848,17.543859649122805,23.684210526315788,57.0
USA,Energy Efficiency,1.4386877950606891,2.4668427829145014,5.452138187363797,8.286491689340938,2285.647619047619
USA,Fossil Fuels,4.670771159698619,7.376625442398696,12.683538441025593,18.93770511743887,2035.7095238095237
USA,Grid,1.7744037238491013,3.3740899454777664,6.332942190873199,10.576081530512354,734.5190476190476
USA,Hybrid and Electric mobility,1.6348773841961852,3.2697547683923704,6.267029972752043,8.71934604904632,367.0
USA,Hydrogen and Fuel Cells,4.280527422128799,4.280527422128799,4.280527422128799,18.326008025988916,12.459523809523809
USA,Nuclear,9.375,11.458333333333332,11.458333333333332,14.583333333333332,16.0
USA,Other Energy,3.6138138282784498,5.803081632762284,10.007880695106744,14.291352910639072,3559.0285714285715
USA,Other Renewables,1.707423225738568,2.996360366737291,6.599804547070518,9.319406116433191,1493.4785714285715
USA,Solar,1.594544822536628,2.9492176425488066,6.650839552008836,9.256643320439906,965.7928571428571
USA,Storage (not electromobility),1.8433729412304443,3.8344726338486943,7.797403312382438,11.972289764646511,259.48809523809524
USA,Wind,3.285356695869837,4.517365456821026,11.63563829787234,16.42678347934919,60.87619047619047
VEN,Energy Efficiency,0.0,0.0,0.0,0.0,1.0
VEN,Fossil Fuels,0.0,0.0,0.0,0.0,2.0
VNM,Energy Efficiency,0.0,0.0,0.0,12.0,8.333333333333334
VNM,Fossil Fuels,0.0,0.0,0.0,0.0,22.0
VNM,Grid,0.0,0.0,0.0,0.0,18.166666666666668
VNM,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,2.0
VNM,Other Energy,0.0,0.0,0.0,0.0,9.0
VNM,Other Renewables,0.0,0.0,0.0,0.0,6.166666666666667
VNM,Solar,0.0,0.0,0.0,0.0,6.833333333333333
VNM,Wind,0.0,0.0,0.0,0.0,0.5
ZAF,Energy Efficiency,0.0,0.0,0.0,0.0,19.833333333333332
ZAF,Fossil Fuels,8.823529411764705,8.823529411764705,22.058823529411764,30.882352941176467,11.333333333333334
ZAF,Grid,0.0,0.0,0.0,0.0,9.666666666666666
ZAF,Hybrid and Electric mobility,0.0,0.0,0.0,0.0,3.0
ZAF,Other Energy,9.49367088607595,9.49367088607595,15.18987341772152,15.18987341772152,26.333333333333332
ZAF,Other Renewables,3.191489361702128,3.191489361702128,9.574468085106384,9.574468085106384,15.666666666666666
ZAF,Solar,0.0,0.0,0.0,0.0,13.166666666666666
ZAF,Storage (not electromobility),0.0,0.0,0.0,0.0,2.6666666666666665
ZAF,Wind,0.0,0.0,0.0,0.0,3.333333333333333
ZMB,Energy Efficiency,0.0,0.0,0.0,0.0,0.8333333333333333
ZMB,Grid,0.0,0.0,0.0,0.0,1.1666666666666665
ZMB,Other Energy,0.0,0.0,0.0,0.0,3.1666666666666665
ZMB,Other Renewables,0.0,0.0,0.0,0.0,2.0
ZMB,Solar,0.0,0.0,0.0,0.0,0.8333333333333333
ZWE,Fossil Fuels,0.0,0.0,0.0,0.0,0.5
ZWE,Grid,0.0,0.0,0.0,0.0,0.6666666666666666
ZWE,Other Energy,0.0,0.0,0.0,0.0,3.833333333333333
ZWE,Solar,0.0,0.0,0.0,0.0,3.0
