year,country_ISO3,number_of_companies,sector
1993.0,RWA,1,non-energy
1993.0,SAU,7,non-energy
1993.0,SDN,1,non-energy
1993.0,SGP,48,non-energy
1993.0,SGP,1,energy
1993.0,SLV,2,non-energy
1993.0,SRB,21,non-energy
1993.0,SRB,2,energy
1993.0,SVK,101,non-energy
1993.0,SVK,12,energy
1993.0,SVN,24,non-energy
1993.0,SVN,1,energy
1993.0,SWE,137,non-energy
1993.0,SWE,8,energy
1993.0,SYC,2,non-energy
1993.0,TAN,2,non-energy
1993.0,THA,23,non-energy
1993.0,THA,4,energy
1993.0,TTO,2,non-energy
1993.0,TTO,1,energy
1993.0,TUN,4,non-energy
1993.0,TUR,32,non-energy
1993.0,TUR,3,energy
1993.0,TWN,37,non-energy
1993.0,TWN,1,energy
1993.0,UGA,2,non-energy
1993.0,UKR,76,non-energy
1993.0,UKR,6,energy
1993.0,URY,1,non-energy
1993.0,USA,4924,non-energy
1993.0,USA,130,energy
1993.0,VEN,1,non-energy
1993.0,VNM,35,non-energy
1993.0,ZAF,57,non-energy
1993.0,ZAF,1,energy
1993.0,ZWE,3,non-energy
1994.0,ALB,1,non-energy
1994.0,AND,1,non-energy
1994.0,ARE,31,non-energy
1994.0,ARE,5,energy
1994.0,ARG,18,non-energy
1994.0,ARM,2,non-energy
1994.0,AUS,243,non-energy
1994.0,AUS,18,energy
1994.0,AUT,24,non-energy
1994.0,AUT,3,energy
1994.0,AZE,1,non-energy
1994.0,AZE,1,energy
1994.0,BAH,1,non-energy
1994.0,BEL,109,non-energy
1994.0,BEL,3,energy
1994.0,BGD,10,non-energy
1994.0,BGR,9,non-energy
1994.0,BHR,1,non-energy
1994.0,BLR,5,non-energy
1994.0,BMU,4,non-energy
1994.0,BOL,1,non-energy
1994.0,BRA,109,non-energy
1994.0,BRA,2,energy
1994.0,BRB,1,non-energy
1994.0,BRN,1,non-energy
1994.0,BWA,1,non-energy
1994.0,CAN,476,non-energy
1994.0,CAN,43,energy
1994.0,CHE,204,non-energy
1994.0,CHE,11,energy
1994.0,CHL,6,non-energy
1994.0,CHL,1,energy
1994.0,CHN,279,non-energy
1994.0,CHN,29,energy
1994.0,CIV,3,non-energy
1994.0,CIV,2,energy
1994.0,COL,8,non-energy
1994.0,COL,1,energy
1994.0,CRI,8,non-energy
1994.0,CUB,1,non-energy
1994.0,CYP,3,non-energy
1994.0,CZE,239,non-energy
1994.0,CZE,14,energy
1994.0,DEU,663,non-energy
1994.0,DEU,35,energy
1994.0,DNK,58,non-energy
1994.0,DNK,6,energy
1994.0,DOM,1,non-energy
1994.0,DZA,1,non-energy
1994.0,ECU,6,non-energy
1994.0,EGY,10,non-energy
1994.0,ESP,373,non-energy
1994.0,ESP,21,energy
1994.0,EST,9,non-energy
1994.0,FIN,61,non-energy
1994.0,FIN,3,energy
1994.0,FRA,444,non-energy
1994.0,FRA,12,energy
1994.0,GBR,881,non-energy
1994.0,GBR,36,energy
1994.0,GHA,7,non-energy
1994.0,GRC,18,non-energy
1994.0,GRC,2,energy
1994.0,GRD,2,non-energy
1994.0,HKG,67,non-energy
1994.0,HKG,7,energy
1994.0,HND,1,non-energy
1994.0,HRV,39,non-energy
1994.0,HRV,3,energy
1994.0,HUN,66,non-energy
1994.0,HUN,2,energy
1994.0,IDN,20,non-energy
1994.0,IDN,2,energy
1994.0,IMN,2,non-energy
1994.0,IND,422,non-energy
1994.0,IND,18,energy
1994.0,IRL,41,non-energy
1994.0,IRL,2,energy
1994.0,IRN,3,non-energy
1994.0,IRQ,1,non-energy
1994.0,ISL,2,non-energy
1994.0,ISR,76,non-energy
1994.0,ISR,3,energy
1994.0,ITA,198,non-energy
1994.0,ITA,11,energy
1994.0,JAM,2,non-energy
1994.0,JOR,14,non-energy
1994.0,JPN,373,non-energy
1994.0,JPN,2,energy
1994.0,KAZ,5,non-energy
1994.0,KAZ,1,energy
1994.0,KEN,5,non-energy
1994.0,KHM,3,non-energy
1994.0,KOR,97,non-energy
1994.0,KOR,4,energy
1994.0,KWT,2,non-energy
1994.0,KWT,1,energy
1994.0,LBN,3,non-energy
1994.0,LKA,3,non-energy
1994.0,LTU,11,non-energy
1994.0,LTU,1,energy
1994.0,LUX,9,non-energy
1994.0,LVA,4,non-energy
1994.0,LVA,1,energy
1994.0,MAR,2,non-energy
1994.0,MDA,1,non-energy
1994.0,MEX,38,non-energy
1994.0,MLI,1,non-energy
1994.0,MLT,2,non-energy
1994.0,MMR,2,non-energy
1994.0,MNE,1,non-energy
1994.0,MUS,3,non-energy
1994.0,MYS,53,non-energy
1994.0,MYS,3,energy
1994.0,NAM,1,non-energy
1994.0,NER,2,non-energy
1994.0,NGA,7,non-energy
1994.0,NGA,1,energy
1994.0,NLD,254,non-energy
1994.0,NLD,5,energy
1994.0,NOR,50,non-energy
1994.0,NOR,3,energy
1994.0,NPL,3,non-energy
1994.0,NZL,48,non-energy
1994.0,NZL,3,energy
1994.0,OMN,2,non-energy
1994.0,PAK,16,non-energy
1994.0,PAK,4,energy
1994.0,PAN,1,non-energy
1994.0,PER,5,non-energy
1994.0,PER,3,energy
1994.0,PHL,13,non-energy
1994.0,PHL,4,energy
1994.0,POL,59,non-energy
1994.0,POL,5,energy
1994.0,PRI,3,non-energy
1994.0,PRT,46,non-energy
1994.0,PRT,5,energy
1994.0,PSE,2,non-energy
1994.0,ROM,78,non-energy
1994.0,ROM,2,energy
1994.0,RUS,83,non-energy
1994.0,RUS,4,energy
1994.0,SAU,10,non-energy
1994.0,SGP,35,non-energy
1994.0,SGP,4,energy
1994.0,SRB,14,non-energy
1994.0,SVK,63,non-energy
1994.0,SVK,3,energy
1994.0,SVN,13,non-energy
1994.0,SWE,161,non-energy
1994.0,SWE,9,energy
1994.0,TAN,3,non-energy
1994.0,THA,37,non-energy
1994.0,THA,1,energy
1994.0,TTO,1,non-energy
1994.0,TTO,1,energy
1994.0,TUN,7,non-energy
1994.0,TUN,1,energy
1994.0,TUR,42,non-energy
1994.0,TUR,1,energy
1994.0,TWN,31,non-energy
1994.0,TWN,2,energy
1994.0,UGA,1,non-energy
1994.0,UKR,68,non-energy
1994.0,UKR,6,energy
1994.0,URY,3,non-energy
1994.0,USA,5667,non-energy
1994.0,USA,159,energy
1994.0,VEN,1,non-energy
1994.0,VNM,30,non-energy
1994.0,VNM,2,energy
1994.0,ZAF,63,non-energy
1994.0,ZAF,1,energy
1994.0,ZMB,1,non-energy
1994.0,ZWE,3,non-energy
1995.0,ALB,1,energy
1995.0,ARE,33,non-energy
1995.0,ARE,3,energy
1995.0,ARG,19,non-energy
1995.0,ARM,3,non-energy
1995.0,AUS,268,non-energy
1995.0,AUS,13,energy
1995.0,AUT,26,non-energy
1995.0,AUT,4,energy
1995.0,AZE,2,non-energy
1995.0,BAH,1,non-energy
1995.0,BEL,103,non-energy
1995.0,BEL,2,energy
1995.0,BGD,19,non-energy
1995.0,BGD,1,energy
1995.0,BGR,19,non-energy
1995.0,BHR,3,non-energy
1995.0,BIH,1,non-energy
1995.0,BLR,1,non-energy
1995.0,BLZ,1,non-energy
1995.0,BMU,5,non-energy
1995.0,BRA,150,non-energy
1995.0,BRA,2,energy
1995.0,BRB,1,non-energy
1995.0,BRN,3,non-energy
1995.0,CAN,592,non-energy
1995.0,CAN,42,energy
1995.0,CHE,277,non-energy
1995.0,CHE,10,energy
1995.0,CHL,22,non-energy
1995.0,CHN,285,non-energy
1995.0,CHN,27,energy
1995.0,CIV,1,non-energy
1995.0,COD,1,non-energy
1995.0,COL,8,non-energy
1995.0,COL,1,energy
1995.0,CRI,3,non-energy
1995.0,CYM,1,non-energy
1995.0,CYP,4,non-energy
1995.0,CZE,181,non-energy
1995.0,CZE,10,energy
1995.0,DEU,730,non-energy
1995.0,DEU,34,energy
1995.0,DNK,76,non-energy
1995.0,DNK,1,energy
1995.0,DOM,2,non-energy
1995.0,DZA,1,non-energy
1995.0,ECU,5,non-energy
1995.0,EGY,6,non-energy
1995.0,ESP,352,non-energy
1995.0,ESP,7,energy
1995.0,EST,16,non-energy
1995.0,EST,1,energy
1995.0,ETH,2,non-energy
1995.0,FIN,66,non-energy
1995.0,FIN,5,energy
1995.0,FJI,1,non-energy
1995.0,FLK,1,energy
1995.0,FRA,477,non-energy
1995.0,FRA,8,energy
1995.0,GBR,1061,non-energy
1995.0,GBR,47,energy
1995.0,GEO,1,non-energy
1995.0,GGY,1,non-energy
1995.0,GHA,4,non-energy
1995.0,GIB,1,non-energy
1995.0,GRC,34,non-energy
1995.0,GRC,3,energy
1995.0,HKG,70,non-energy
1995.0,HKG,4,energy
1995.0,HRV,26,non-energy
1995.0,HRV,1,energy
1995.0,HUN,56,non-energy
1995.0,HUN,3,energy
1995.0,IDN,38,non-energy
1995.0,IDN,6,energy
1995.0,IND,413,non-energy
1995.0,IND,15,energy
1995.0,IRL,57,non-energy
1995.0,IRL,1,energy
1995.0,IRN,2,non-energy
1995.0,IRQ,2,non-energy
1995.0,ISL,2,non-energy
1995.0,ISR,77,non-energy
1995.0,ISR,5,energy
1995.0,ITA,228,non-energy
1995.0,ITA,6,energy
1995.0,JAM,3,non-energy
1995.0,JEY,2,non-energy
1995.0,JOR,9,non-energy
1995.0,JPN,466,non-energy
1995.0,JPN,7,energy
1995.0,KAZ,2,non-energy
1995.0,KEN,7,non-energy
1995.0,KEN,1,energy
1995.0,KHM,3,non-energy
1995.0,KOR,125,non-energy
1995.0,KOR,5,energy
1995.0,KWT,2,non-energy
1995.0,KWT,1,energy
1995.0,LBN,4,non-energy
1995.0,LIE,2,non-energy
1995.0,LKA,6,non-energy
1995.0,LKA,1,energy
1995.0,LTU,15,non-energy
1995.0,LUX,6,non-energy
1995.0,LUX,1,energy
1995.0,LVA,5,non-energy
1995.0,MAC,1,non-energy
1995.0,MAR,6,non-energy
1995.0,MAR,1,energy
1995.0,MDA,1,non-energy
1995.0,MEX,40,non-energy
1995.0,MEX,1,energy
1995.0,MKD,2,non-energy
1995.0,MLT,1,non-energy
1995.0,MMR,3,non-energy
1995.0,MNG,2,non-energy
1995.0,MOZ,2,non-energy
1995.0,MUS,2,non-energy
1995.0,MWI,2,non-energy
1995.0,MYS,45,non-energy
1995.0,MYS,3,energy
1995.0,NGA,11,non-energy
1995.0,NLD,318,non-energy
1995.0,NLD,5,energy
1995.0,NOR,69,non-energy
1995.0,NOR,5,energy
1995.0,NPL,2,non-energy
1995.0,NZL,51,non-energy
1995.0,NZL,2,energy
1995.0,OMN,6,non-energy
1995.0,PAK,16,non-energy
1995.0,PAK,4,energy
1995.0,PER,5,non-energy
1995.0,PHL,18,non-energy
1995.0,PHL,1,energy
1995.0,PNG,1,non-energy
1995.0,POL,83,non-energy
1995.0,POL,4,energy
1995.0,PRI,3,non-energy
1995.0,PRT,48,non-energy
1995.0,PRT,3,energy
1995.0,PSE,6,non-energy
1995.0,QAT,2,non-energy
1995.0,QAT,1,energy
1995.0,ROM,26,non-energy
1995.0,ROM,1,energy
1995.0,RUS,69,non-energy
1995.0,RUS,2,energy
1995.0,RWA,1,non-energy
1995.0,SAU,2,non-energy
1995.0,SGP,55,non-energy
1995.0,SGP,3,energy
1995.0,SRB,22,non-energy
1995.0,SVK,54,non-energy
1995.0,SVK,8,energy
1995.0,SVN,10,non-energy
1995.0,SWE,141,non-energy
1995.0,SWE,5,energy
1995.0,THA,27,non-energy
1995.0,THA,3,energy
1995.0,TTO,3,non-energy
1995.0,TUN,6,non-energy
1995.0,TUN,1,energy
1995.0,TUR,40,non-energy
1995.0,TUR,3,energy
1995.0,TWN,42,non-energy
1995.0,TWN,3,energy
1995.0,UGA,2,non-energy
1995.0,UKR,75,non-energy
1995.0,UKR,13,energy
1995.0,URY,3,non-energy
1995.0,USA,6524,non-energy
1995.0,USA,174,energy
1995.0,VEN,1,non-energy
1995.0,VNM,31,non-energy
1995.0,VNM,1,energy
1995.0,ZAF,56,non-energy
1995.0,ZAF,2,energy
1995.0,ZMB,2,non-energy
1996.0,AGO,1,non-energy
1996.0,ARE,45,non-energy
1996.0,ARE,2,energy
1996.0,ARG,22,non-energy
1996.0,ARM,2,non-energy
1996.0,AUS,310,non-energy
1996.0,AUS,13,energy
1996.0,AUT,17,non-energy
1996.0,AUT,2,energy
1996.0,AZE,7,non-energy
1996.0,BEL,103,non-energy
1996.0,BEL,4,energy
1996.0,BFA,1,non-energy
1996.0,BGD,25,non-energy
1996.0,BGD,2,energy
1996.0,BGR,34,non-energy
1996.0,BGR,1,energy
1996.0,BHR,1,non-energy
1996.0,BIH,2,non-energy
1996.0,BLR,2,non-energy
1996.0,BLZ,2,non-energy
1996.0,BMU,2,non-energy
1996.0,BOL,1,non-energy
1996.0,BRA,183,non-energy
1996.0,BRA,9,energy
1996.0,BTN,2,non-energy
1996.0,CAN,668,non-energy
1996.0,CAN,48,energy
1996.0,CHE,322,non-energy
1996.0,CHE,15,energy
1996.0,CHL,17,non-energy
1996.0,CHL,2,energy
1996.0,CHN,349,non-energy
1996.0,CHN,27,energy
1996.0,CIV,3,non-energy
1996.0,COL,19,non-energy
1996.0,COL,1,energy
1996.0,CRI,6,non-energy
1996.0,CYM,1,non-energy
1996.0,CYP,6,non-energy
1996.0,CZE,181,non-energy
1996.0,CZE,7,energy
1996.0,DEU,805,non-energy
1996.0,DEU,41,energy
1996.0,DNK,80,non-energy
1996.0,DNK,4,energy
1996.0,DOM,1,non-energy
1996.0,ECU,2,non-energy
1996.0,EGY,15,non-energy
1996.0,ESP,358,non-energy
1996.0,ESP,21,energy
1996.0,EST,17,non-energy
1996.0,ETH,1,non-energy
1996.0,FIN,69,non-energy
1996.0,FIN,5,energy
1996.0,FRA,458,non-energy
1996.0,FRA,18,energy
1996.0,GBR,1175,non-energy
1996.0,GBR,33,energy
1996.0,GEO,1,non-energy
1996.0,GGY,1,non-energy
1996.0,GHA,1,non-energy
1996.0,GIB,2,non-energy
1996.0,GIB,1,energy
1996.0,GRC,30,non-energy
1996.0,GRD,1,non-energy
1996.0,GTM,3,non-energy
1996.0,HKG,73,non-energy
1996.0,HKG,4,energy
1996.0,HRV,21,non-energy
1996.0,HRV,1,energy
1996.0,HUN,100,non-energy
1996.0,HUN,3,energy
1996.0,IDN,33,non-energy
1996.0,IDN,3,energy
1996.0,IMN,5,non-energy
1996.0,IMN,1,energy
1996.0,IND,359,non-energy
1996.0,IND,9,energy
1996.0,IRL,56,non-energy
1996.0,IRL,2,energy
1996.0,IRN,2,non-energy
1996.0,ISL,7,non-energy
1996.0,ISR,92,non-energy
1996.0,ISR,4,energy
1996.0,ITA,230,non-energy
1996.0,ITA,6,energy
1996.0,JAM,2,non-energy
1996.0,JEY,1,non-energy
1996.0,JOR,5,non-energy
1996.0,JPN,586,non-energy
1996.0,JPN,7,energy
1996.0,KAZ,2,non-energy
1996.0,KAZ,1,energy
1996.0,KEN,9,non-energy
1996.0,KGZ,1,non-energy
1996.0,KHM,1,non-energy
1996.0,KOR,111,non-energy
1996.0,KOR,5,energy
1996.0,KWT,5,non-energy
1996.0,LAO,1,non-energy
1996.0,LBN,1,energy
1996.0,LIE,1,non-energy
1996.0,LKA,5,non-energy
1996.0,LTU,14,non-energy
1996.0,LUX,15,non-energy
1996.0,LVA,4,non-energy
1996.0,MAR,1,non-energy
1996.0,MAR,1,energy
1996.0,MEX,43,non-energy
1996.0,MLT,4,non-energy
1996.0,MMR,3,non-energy
1996.0,MNG,1,non-energy
1996.0,MOZ,1,non-energy
1996.0,MUS,5,non-energy
1996.0,MYS,57,non-energy
1996.0,MYS,4,energy
1996.0,NAM,1,non-energy
1996.0,NGA,7,non-energy
1996.0,NGA,1,energy
1996.0,NIC,1,non-energy
1996.0,NLD,326,non-energy
1996.0,NLD,3,energy
1996.0,NOR,70,non-energy
1996.0,NOR,14,energy
1996.0,NPL,2,non-energy
1996.0,NZL,64,non-energy
1996.0,NZL,2,energy
1996.0,OMN,4,non-energy
1996.0,OMN,1,energy
1996.0,PAK,16,non-energy
1996.0,PAN,3,non-energy
1996.0,PER,11,non-energy
1996.0,PHL,18,non-energy
1996.0,POL,71,non-energy
1996.0,POL,2,energy
1996.0,PRI,1,non-energy
1996.0,PRT,45,non-energy
1996.0,PRT,6,energy
1996.0,PRY,1,non-energy
1996.0,PSE,2,non-energy
1996.0,QAT,4,non-energy
1996.0,ROM,37,non-energy
1996.0,ROM,7,energy
1996.0,RUS,65,non-energy
1996.0,RUS,2,energy
1996.0,SAU,3,non-energy
1996.0,SAU,1,energy
1996.0,SGP,72,non-energy
1996.0,SGP,4,energy
1996.0,SRB,20,non-energy
1996.0,SVK,75,non-energy
1996.0,SVK,8,energy
1996.0,SVN,14,non-energy
1996.0,SWE,165,non-energy
1996.0,SWE,10,energy
1996.0,TAN,2,non-energy
1996.0,TCD,1,non-energy
1996.0,THA,26,non-energy
1996.0,THA,2,energy
1996.0,TTO,3,non-energy
1996.0,TUN,8,non-energy
1996.0,TUR,50,non-energy
1996.0,TWN,46,non-energy
1996.0,TWN,1,energy
1996.0,UGA,4,non-energy
1996.0,UKR,81,non-energy
1996.0,UKR,7,energy
1996.0,URY,2,non-energy
1996.0,USA,7570,non-energy
1996.0,USA,184,energy
1996.0,UZB,4,non-energy
1996.0,VEN,1,non-energy
1996.0,VNM,19,non-energy
1996.0,VNM,2,energy
1996.0,ZAF,63,non-energy
1996.0,ZMB,1,non-energy
1996.0,ZWE,2,non-energy
1997.0,AGO,1,energy
1997.0,ARE,48,non-energy
1997.0,ARE,1,energy
1997.0,ARG,23,non-energy
1997.0,ARG,1,energy
1997.0,ARM,1,non-energy
1997.0,AUS,270,non-energy
1997.0,AUS,14,energy
1997.0,AUT,28,non-energy
1997.0,AUT,1,energy
1997.0,AZE,1,non-energy
1997.0,BAH,3,non-energy
1997.0,BEL,117,non-energy
1997.0,BEL,3,energy
1997.0,BEN,1,energy
1997.0,BFA,3,non-energy
1997.0,BGD,20,non-energy
1997.0,BGD,1,energy
1997.0,BGR,14,non-energy
1997.0,BHR,1,non-energy
1997.0,BIH,2,non-energy
1997.0,BLR,2,non-energy
1997.0,BLZ,2,non-energy
1997.0,BMU,5,non-energy
1997.0,BRA,130,non-energy
1997.0,BRA,3,energy
1997.0,BWA,1,non-energy
1997.0,CAN,654,non-energy
1997.0,CAN,73,energy
1997.0,CHE,323,non-energy
1997.0,CHE,21,energy
1997.0,CHL,14,non-energy
1997.0,CHN,414,non-energy
1997.0,CHN,33,energy
1997.0,CIV,1,non-energy
1997.0,CMR,1,non-energy
1997.0,COL,19,non-energy
1997.0,COL,3,energy
1997.0,CRI,3,non-energy
1997.0,CYM,2,non-energy
1997.0,CYP,5,non-energy
1997.0,CZE,179,non-energy
1997.0,CZE,13,energy
1997.0,DEU,837,non-energy
1997.0,DEU,43,energy
1997.0,DNK,108,non-energy
1997.0,DNK,5,energy
1997.0,DOM,2,non-energy
1997.0,ECU,2,non-energy
1997.0,EGY,21,non-energy
1997.0,EGY,1,energy
1997.0,ESP,358,non-energy
1997.0,ESP,15,energy
1997.0,EST,18,non-energy
1997.0,ETH,1,non-energy
1997.0,FIN,60,non-energy
1997.0,FIN,1,energy
1997.0,FRA,467,non-energy
1997.0,FRA,13,energy
1997.0,GBR,1240,non-energy
1997.0,GBR,43,energy
1997.0,GEO,4,non-energy
1997.0,GGY,2,non-energy
1997.0,GIB,2,non-energy
1997.0,GMB,1,non-energy
1997.0,GRC,36,non-energy
1997.0,GRC,6,energy
1997.0,GTM,3,non-energy
1997.0,HKG,102,non-energy
1997.0,HKG,9,energy
1997.0,HRV,20,non-energy
1997.0,HRV,1,energy
1997.0,HUN,74,non-energy
1997.0,HUN,3,energy
1997.0,IDN,27,non-energy
1997.0,IDN,1,energy
1997.0,IND,314,non-energy
1997.0,IND,9,energy
1997.0,IRL,80,non-energy
1997.0,IRL,2,energy
1997.0,IRQ,3,non-energy
1997.0,ISL,7,non-energy
1997.0,ISR,86,non-energy
1997.0,ISR,3,energy
1997.0,ITA,233,non-energy
1997.0,ITA,7,energy
1997.0,JAM,1,non-energy
1997.0,JEY,2,non-energy
1997.0,JOR,10,non-energy
1997.0,JPN,604,non-energy
1997.0,JPN,16,energy
1997.0,KAZ,3,non-energy
1997.0,KEN,7,non-energy
1997.0,KGZ,2,non-energy
1997.0,KHM,1,non-energy
1997.0,KOR,133,non-energy
1997.0,KOR,7,energy
1997.0,KWT,9,non-energy
1997.0,LBN,4,non-energy
1997.0,LBY,1,non-energy
1997.0,LKA,5,non-energy
1997.0,LKA,1,energy
1997.0,LTU,12,non-energy
1997.0,LTU,1,energy
1997.0,LUX,6,non-energy
1997.0,LVA,9,non-energy
1997.0,LVA,1,energy
1997.0,MAR,4,non-energy
1997.0,MAR,1,energy
1997.0,MDA,1,non-energy
1997.0,MEX,36,non-energy
1997.0,MEX,2,energy
1997.0,MKD,1,non-energy
1997.0,MLT,5,non-energy
1997.0,MMR,2,non-energy
1997.0,MNG,2,non-energy
1997.0,MOZ,1,energy
1997.0,MYS,56,non-energy
1997.0,NCL,1,non-energy
1997.0,NGA,11,non-energy
1997.0,NIC,1,non-energy
1997.0,NLD,365,non-energy
1997.0,NLD,10,energy
1997.0,NOR,107,non-energy
1997.0,NOR,7,energy
1997.0,NPL,1,non-energy
1997.0,NZL,64,non-energy
1997.0,NZL,1,energy
1997.0,OMN,6,non-energy
1997.0,PAK,14,non-energy
1997.0,PAK,2,energy
1997.0,PAN,4,non-energy
1997.0,PER,16,non-energy
1997.0,PER,1,energy
1997.0,PHL,22,non-energy
1997.0,PNG,1,non-energy
1997.0,POL,62,non-energy
1997.0,POL,2,energy
1997.0,PRI,6,non-energy
1997.0,PRT,59,non-energy
1997.0,PRT,1,energy
1997.0,PSE,1,non-energy
1997.0,QAT,2,non-energy
1997.0,ROM,48,non-energy
1997.0,ROM,3,energy
1997.0,RUS,81,non-energy
1997.0,RUS,2,energy
1997.0,RWA,1,non-energy
1997.0,SAU,11,non-energy
1997.0,SEN,2,non-energy
1997.0,SGP,68,non-energy
1997.0,SGP,4,energy
1997.0,SLV,1,non-energy
1997.0,SOM,1,non-energy
1997.0,SRB,12,non-energy
1997.0,SRB,1,energy
1997.0,SVK,73,non-energy
1997.0,SVK,5,energy
1997.0,SVN,12,non-energy
1997.0,SWE,166,non-energy
1997.0,SWE,8,energy
1997.0,TAN,6,non-energy
1997.0,TGO,1,non-energy
1997.0,THA,24,non-energy
1997.0,THA,3,energy
1997.0,TTO,5,non-energy
1997.0,TUN,7,non-energy
1997.0,TUN,2,energy
1997.0,TUR,50,non-energy
1997.0,TUR,4,energy
1997.0,TWN,61,non-energy
1997.0,TWN,4,energy
1997.0,UGA,2,non-energy
1997.0,UKR,61,non-energy
1997.0,UKR,4,energy
1997.0,URY,1,non-energy
1997.0,USA,7679,non-energy
1997.0,USA,218,energy
1997.0,VEN,2,non-energy
1997.0,VNM,20,non-energy
1997.0,ZAF,81,non-energy
1997.0,ZMB,1,energy
1997.0,ZWE,4,non-energy
1998.0,ALB,2,non-energy
1998.0,ARE,51,non-energy
1998.0,ARE,5,energy
1998.0,ARG,27,non-energy
1998.0,ATG,2,non-energy
1998.0,AUS,333,non-energy
1998.0,AUS,19,energy
1998.0,AUT,39,non-energy
1998.0,AUT,2,energy
1998.0,BEL,121,non-energy
1998.0,BEL,3,energy
1998.0,BGD,12,non-energy
1998.0,BGR,24,non-energy
1998.0,BHR,1,non-energy
1998.0,BLR,3,non-energy
1998.0,BMU,4,non-energy
1998.0,BOL,1,non-energy
1998.0,BRA,163,non-energy
1998.0,BRA,6,energy
1998.0,BRB,2,non-energy
1998.0,BRN,1,non-energy
1998.0,BWA,1,non-energy
1998.0,CAN,695,non-energy
1998.0,CAN,49,energy
1998.0,CHE,349,non-energy
1998.0,CHE,16,energy
1998.0,CHL,9,non-energy
1998.0,CHL,1,energy
1998.0,CHN,465,non-energy
1998.0,CHN,44,energy
1998.0,CIV,1,energy
1998.0,CMR,1,non-energy
1998.0,COL,12,non-energy
1998.0,CPV,1,non-energy
1998.0,CRI,4,non-energy
1998.0,CYM,1,non-energy
1998.0,CYP,8,non-energy
1998.0,CYP,2,energy
1998.0,CZE,165,non-energy
1998.0,CZE,6,energy
1998.0,DEU,962,non-energy
1998.0,DEU,44,energy
1998.0,DNK,117,non-energy
1998.0,DNK,6,energy
1998.0,DOM,1,non-energy
1998.0,DZA,2,non-energy
1998.0,ECU,1,non-energy
1998.0,EGY,14,non-energy
1998.0,ESP,381,non-energy
1998.0,ESP,25,energy
1998.0,EST,13,non-energy
1998.0,EST,2,energy
1998.0,FIN,47,non-energy
1998.0,FIN,5,energy
1998.0,FRA,532,non-energy
1998.0,FRA,10,energy
1998.0,FRO,1,energy
1998.0,GBR,1469,non-energy
1998.0,GBR,35,energy
1998.0,GEO,1,non-energy
1998.0,GGY,7,non-energy
1998.0,GHA,3,non-energy
1998.0,GHA,1,energy
1998.0,GLP,1,non-energy
1998.0,GRC,31,non-energy
1998.0,GRC,4,energy
1998.0,HKG,98,non-energy
1998.0,HKG,9,energy
1998.0,HND,2,non-energy
1998.0,HRV,21,non-energy
1998.0,HRV,1,energy
1998.0,HUN,61,non-energy
1998.0,HUN,3,energy
1998.0,IDN,24,non-energy
1998.0,IDN,1,energy
1998.0,IMN,1,non-energy
1998.0,IND,379,non-energy
1998.0,IND,16,energy
1998.0,IRL,85,non-energy
1998.0,IRL,2,energy
1998.0,IRN,6,non-energy
1998.0,IRN,1,energy
1998.0,IRQ,1,non-energy
1998.0,ISL,6,non-energy
1998.0,ISR,104,non-energy
1998.0,ISR,4,energy
1998.0,ITA,244,non-energy
1998.0,ITA,8,energy
1998.0,JAM,2,non-energy
1998.0,JAM,1,energy
1998.0,JEY,2,non-energy
1998.0,JOR,7,non-energy
1998.0,JPN,586,non-energy
1998.0,JPN,12,energy
1998.0,KAZ,5,non-energy
1998.0,KEN,8,non-energy
1998.0,KGZ,1,non-energy
1998.0,KHM,2,non-energy
1998.0,KOR,207,non-energy
1998.0,KOR,5,energy
1998.0,KWT,8,non-energy
1998.0,KWT,1,energy
1998.0,LBN,1,energy
1998.0,LIE,2,non-energy
1998.0,LKA,4,non-energy
1998.0,LSO,1,non-energy
1998.0,LTU,13,non-energy
1998.0,LUX,13,non-energy
1998.0,LVA,5,non-energy
1998.0,MAR,7,non-energy
1998.0,MAR,1,energy
1998.0,MDA,1,non-energy
1998.0,MDG,2,non-energy
1998.0,MEX,29,non-energy
1998.0,MEX,1,energy
1998.0,MLT,1,non-energy
1998.0,MMR,1,non-energy
1998.0,MNG,1,non-energy
1998.0,MOZ,1,non-energy
1998.0,MSR,1,non-energy
1998.0,MUS,3,non-energy
1998.0,MYS,34,non-energy
1998.0,MYS,1,energy
1998.0,NAM,1,non-energy
1998.0,NGA,8,non-energy
1998.0,NGA,2,energy
1998.0,NLD,426,non-energy
1998.0,NLD,10,energy
1998.0,NOR,90,non-energy
1998.0,NOR,7,energy
1998.0,NPL,7,non-energy
1998.0,NZL,70,non-energy
1998.0,NZL,3,energy
1998.0,OMN,6,non-energy
1998.0,OMN,1,energy
1998.0,PAK,12,non-energy
1998.0,PAK,1,energy
1998.0,PAN,3,non-energy
1998.0,PER,11,non-energy
1998.0,PHL,23,non-energy
1998.0,PHL,2,energy
1998.0,POL,68,non-energy
1998.0,POL,2,energy
1998.0,PRI,3,non-energy
1998.0,PRT,66,non-energy
1998.0,PRT,6,energy
1998.0,PSE,1,non-energy
1998.0,ROM,52,non-energy
1998.0,ROM,2,energy
1998.0,RUS,86,non-energy
1998.0,RUS,3,energy
1998.0,RWA,1,non-energy
1998.0,SAU,14,non-energy
1998.0,SAU,1,energy
1998.0,SGP,63,non-energy
1998.0,SGP,1,energy
1998.0,SRB,23,non-energy
1998.0,SRB,1,energy
