year,country_ISO3,number_of_companies,sector
2013.0,CZE,5,energy
2013.0,DEU,1149,non-energy
2013.0,DEU,43,energy
2013.0,DMA,2,non-energy
2013.0,DNK,278,non-energy
2013.0,DNK,12,energy
2013.0,DOM,9,non-energy
2013.0,DZA,5,non-energy
2013.0,ECU,10,non-energy
2013.0,EGY,93,non-energy
2013.0,EGY,7,energy
2013.0,ESP,1154,non-energy
2013.0,ESP,36,energy
2013.0,EST,93,non-energy
2013.0,EST,1,energy
2013.0,ETH,8,non-energy
2013.0,FIN,303,non-energy
2013.0,FIN,12,energy
2013.0,FJI,1,non-energy
2013.0,FRA,1150,non-energy
2013.0,FRA,43,energy
2013.0,FRO,1,non-energy
2013.0,GBR,3942,non-energy
2013.0,GBR,103,energy
2013.0,GEO,5,non-energy
2013.0,GGY,2,non-energy
2013.0,GGY,2,energy
2013.0,GHA,36,non-energy
2013.0,GHA,1,energy
2013.0,GIB,1,non-energy
2013.0,GIB,1,energy
2013.0,GIN,1,non-energy
2013.0,GRC,105,non-energy
2013.0,GRC,7,energy
2013.0,GRL,1,non-energy
2013.0,GTM,7,non-energy
2013.0,GTM,1,energy
2013.0,GUY,1,non-energy
2013.0,HKG,270,non-energy
2013.0,HKG,9,energy
2013.0,HRV,38,non-energy
2013.0,HTI,1,non-energy
2013.0,HUN,83,non-energy
2013.0,HUN,5,energy
2013.0,IDN,222,non-energy
2013.0,IDN,1,energy
2013.0,IMN,6,non-energy
2013.0,IND,2968,non-energy
2013.0,IND,39,energy
2013.0,IRL,376,non-energy
2013.0,IRL,12,energy
2013.0,IRN,14,non-energy
2013.0,IRQ,8,non-energy
2013.0,ISL,43,non-energy
2013.0,ISR,625,non-energy
2013.0,ISR,26,energy
2013.0,ITA,529,non-energy
2013.0,ITA,18,energy
2013.0,JAM,5,non-energy
2013.0,JEY,1,non-energy
2013.0,JOR,33,non-energy
2013.0,JPN,998,non-energy
2013.0,JPN,20,energy
2013.0,KAZ,8,non-energy
2013.0,KEN,56,non-energy
2013.0,KEN,6,energy
2013.0,KGZ,3,non-energy
2013.0,KHM,6,non-energy
2013.0,KOR,743,non-energy
2013.0,KOR,11,energy
2013.0,KWT,4,non-energy
2013.0,KWT,1,energy
2013.0,LBN,13,non-energy
2013.0,LBR,1,non-energy
2013.0,LIE,2,non-energy
2013.0,LKA,25,non-energy
2013.0,LSO,1,non-energy
2013.0,LTU,76,non-energy
2013.0,LTU,2,energy
2013.0,LUX,34,non-energy
2013.0,LUX,3,energy
2013.0,LVA,42,non-energy
2013.0,LVA,2,energy
2013.0,MAC,2,non-energy
2013.0,MAR,17,non-energy
2013.0,MDA,4,non-energy
2013.0,MDA,1,energy
2013.0,MDV,2,non-energy
2013.0,MEX,222,non-energy
2013.0,MEX,6,energy
2013.0,MKD,7,non-energy
2013.0,MLI,1,non-energy
2013.0,MLT,25,non-energy
2013.0,MMR,20,non-energy
2013.0,MNG,1,non-energy
2013.0,MOZ,2,non-energy
2013.0,MUS,7,non-energy
2013.0,MUS,1,energy
2013.0,MWI,2,non-energy
2013.0,MYS,146,non-energy
2013.0,MYS,1,energy
2013.0,NAM,1,non-energy
2013.0,NCL,1,non-energy
2013.0,NGA,127,non-energy
2013.0,NGA,2,energy
2013.0,NIC,3,non-energy
2013.0,NLD,1948,non-energy
2013.0,NLD,67,energy
2013.0,NOR,223,non-energy
2013.0,NOR,13,energy
2013.0,NPL,19,non-energy
2013.0,NZL,163,non-energy
2013.0,NZL,6,energy
2013.0,OMN,5,non-energy
2013.0,PAK,125,non-energy
2013.0,PAK,2,energy
2013.0,PAN,13,non-energy
2013.0,PER,34,non-energy
2013.0,PER,1,energy
2013.0,PHL,116,non-energy
2013.0,PHL,4,energy
2013.0,POL,267,non-energy
2013.0,POL,8,energy
2013.0,PRI,11,non-energy
2013.0,PRT,148,non-energy
2013.0,PRT,7,energy
2013.0,PRY,4,non-energy
2013.0,PSE,4,non-energy
2013.0,QAT,22,non-energy
2013.0,QAT,1,energy
2013.0,ROM,162,non-energy
2013.0,ROM,3,energy
2013.0,RUS,284,non-energy
2013.0,RUS,10,energy
2013.0,RWA,6,non-energy
2013.0,RWA,4,energy
2013.0,SAU,47,non-energy
2013.0,SGP,483,non-energy
2013.0,SGP,12,energy
2013.0,SLV,4,non-energy
2013.0,SOM,1,non-energy
2013.0,SRB,29,non-energy
2013.0,SRB,2,energy
2013.0,SVK,51,non-energy
2013.0,SVK,1,energy
2013.0,SVN,61,non-energy
2013.0,SWE,591,non-energy
2013.0,SWE,17,energy
2013.0,SWZ,1,non-energy
2013.0,SYC,1,non-energy
2013.0,SYR,1,non-energy
2013.0,TAN,13,non-energy
2013.0,TAN,1,energy
2013.0,THA,93,non-energy
2013.0,THA,1,energy
2013.0,TTO,5,non-energy
2013.0,TUN,10,non-energy
2013.0,TUN,2,energy
2013.0,TUR,368,non-energy
2013.0,TUR,11,energy
2013.0,TWN,74,non-energy
2013.0,TWN,1,energy
2013.0,UGA,23,non-energy
2013.0,UKR,224,non-energy
2013.0,UKR,9,energy
2013.0,URY,14,non-energy
2013.0,USA,19059,non-energy
2013.0,USA,606,energy
2013.0,UZB,1,non-energy
2013.0,VEN,18,non-energy
2013.0,VNM,194,non-energy
2013.0,YEM,2,non-energy
2013.0,ZAF,199,non-energy
2013.0,ZAF,1,energy
2013.0,ZMB,6,non-energy
2013.0,ZMB,2,energy
2013.0,ZWE,7,non-energy
2014.0,AFG,6,non-energy
2014.0,AGO,3,non-energy
2014.0,ALB,2,non-energy
2014.0,AND,1,non-energy
2014.0,ARE,293,non-energy
2014.0,ARE,3,energy
2014.0,ARG,129,non-energy
2014.0,ARG,1,energy
2014.0,ARM,8,non-energy
2014.0,AUS,1203,non-energy
2014.0,AUS,31,energy
2014.0,AUT,146,non-energy
2014.0,AUT,12,energy
2014.0,AZE,5,non-energy
2014.0,BEL,280,non-energy
2014.0,BEL,9,energy
2014.0,BEN,3,non-energy
2014.0,BGD,134,non-energy
2014.0,BGD,1,energy
2014.0,BGR,88,non-energy
2014.0,BGR,2,energy
2014.0,BHR,11,non-energy
2014.0,BIH,3,non-energy
2014.0,BLR,20,non-energy
2014.0,BLZ,3,non-energy
2014.0,BMU,5,non-energy
2014.0,BMU,1,energy
2014.0,BOL,3,non-energy
2014.0,BRA,930,non-energy
2014.0,BRA,24,energy
2014.0,BRB,4,non-energy
2014.0,BRN,1,non-energy
2014.0,BWA,5,non-energy
2014.0,CAN,1963,non-energy
2014.0,CAN,103,energy
2014.0,CHE,465,non-energy
2014.0,CHE,15,energy
2014.0,CHL,114,non-energy
2014.0,CHL,3,energy
2014.0,CHN,2718,non-energy
2014.0,CHN,84,energy
2014.0,CIV,3,non-energy
2014.0,CMR,5,non-energy
2014.0,CMR,1,energy
2014.0,COD,3,non-energy
2014.0,COL,83,non-energy
2014.0,COL,2,energy
2014.0,CRI,19,non-energy
2014.0,CUB,2,non-energy
2014.0,CYM,12,non-energy
2014.0,CYP,38,non-energy
2014.0,CYP,1,energy
2014.0,CZE,133,non-energy
2014.0,CZE,6,energy
2014.0,DEU,1205,non-energy
2014.0,DEU,44,energy
2014.0,DNK,308,non-energy
2014.0,DNK,14,energy
2014.0,DOM,4,non-energy
2014.0,DOM,1,energy
2014.0,DZA,1,non-energy
2014.0,ECU,17,non-energy
2014.0,EGY,105,non-energy
2014.0,EGY,5,energy
2014.0,ESP,1100,non-energy
2014.0,ESP,33,energy
2014.0,EST,103,non-energy
2014.0,EST,5,energy
2014.0,ETH,13,non-energy
2014.0,FIN,294,non-energy
2014.0,FIN,11,energy
2014.0,FRA,1275,non-energy
2014.0,FRA,44,energy
2014.0,GBR,4000,non-energy
2014.0,GBR,116,energy
2014.0,GEO,9,non-energy
2014.0,GEO,1,energy
2014.0,GGY,4,non-energy
2014.0,GHA,25,non-energy
2014.0,GIB,1,non-energy
2014.0,GIB,1,energy
2014.0,GIN,1,non-energy
2014.0,GMB,1,non-energy
2014.0,GNQ,1,non-energy
2014.0,GRC,86,non-energy
2014.0,GRC,4,energy
2014.0,GRD,2,non-energy
2014.0,GTM,10,non-energy
2014.0,GUF,1,non-energy
2014.0,HKG,350,non-energy
2014.0,HKG,5,energy
2014.0,HND,4,non-energy
2014.0,HRV,27,non-energy
2014.0,HRV,2,energy
2014.0,HTI,1,non-energy
2014.0,HUN,100,non-energy
2014.0,HUN,2,energy
2014.0,IDN,292,non-energy
2014.0,IDN,2,energy
2014.0,IMN,5,non-energy
2014.0,IND,3340,non-energy
2014.0,IND,55,energy
2014.0,IRL,367,non-energy
2014.0,IRL,14,energy
2014.0,IRN,39,non-energy
2014.0,IRQ,9,non-energy
2014.0,ISL,36,non-energy
2014.0,ISL,3,energy
2014.0,ISR,722,non-energy
2014.0,ISR,32,energy
2014.0,ITA,499,non-energy
2014.0,ITA,28,energy
2014.0,JAM,8,non-energy
2014.0,JEY,4,non-energy
2014.0,JOR,35,non-energy
2014.0,JPN,1085,non-energy
2014.0,JPN,30,energy
2014.0,KAZ,3,non-energy
2014.0,KEN,80,non-energy
2014.0,KEN,2,energy
2014.0,KGZ,4,non-energy
2014.0,KHM,9,non-energy
2014.0,KNA,1,non-energy
2014.0,KOR,725,non-energy
2014.0,KOR,11,energy
2014.0,KWT,9,non-energy
2014.0,LBN,21,non-energy
2014.0,LBN,1,energy
2014.0,LBR,1,non-energy
2014.0,LCA,1,energy
2014.0,LIE,5,non-energy
2014.0,LKA,36,non-energy
2014.0,LKA,1,energy
2014.0,LTU,69,non-energy
2014.0,LTU,1,energy
2014.0,LUX,41,non-energy
2014.0,LVA,50,non-energy
2014.0,LVA,2,energy
2014.0,MAC,3,non-energy
2014.0,MAR,23,non-energy
2014.0,MAR,4,energy
2014.0,MDA,6,non-energy
2014.0,MDG,1,energy
2014.0,MDV,1,non-energy
2014.0,MEX,216,non-energy
2014.0,MEX,10,energy
2014.0,MHL,3,non-energy
2014.0,MKD,4,non-energy
2014.0,MLT,23,non-energy
2014.0,MMR,19,non-energy
2014.0,MNE,2,non-energy
2014.0,MNG,4,non-energy
2014.0,MOZ,1,non-energy
2014.0,MUS,8,non-energy
2014.0,MUS,1,energy
2014.0,MWI,3,non-energy
2014.0,MYS,165,non-energy
2014.0,NAM,1,non-energy
2014.0,NCL,1,energy
2014.0,NGA,155,non-energy
2014.0,NGA,3,energy
2014.0,NIC,2,non-energy
2014.0,NLD,2210,non-energy
2014.0,NLD,64,energy
2014.0,NOR,253,non-energy
2014.0,NOR,11,energy
2014.0,NPL,28,non-energy
2014.0,NZL,186,non-energy
2014.0,NZL,5,energy
2014.0,OMN,3,non-energy
2014.0,PAK,132,non-energy
2014.0,PAK,2,energy
2014.0,PAN,8,non-energy
2014.0,PER,26,non-energy
2014.0,PHL,148,non-energy
2014.0,PHL,1,energy
2014.0,POL,281,non-energy
2014.0,POL,9,energy
2014.0,PRI,13,non-energy
2014.0,PRT,187,non-energy
2014.0,PRT,5,energy
2014.0,PRY,8,non-energy
2014.0,PSE,4,non-energy
2014.0,QAT,10,non-energy
2014.0,ROM,154,non-energy
2014.0,ROM,4,energy
2014.0,RUS,269,non-energy
2014.0,RUS,4,energy
2014.0,RWA,13,non-energy
2014.0,RWA,1,energy
2014.0,SAU,48,non-energy
2014.0,SAU,2,energy
2014.0,SEN,6,non-energy
2014.0,SEN,2,energy
2014.0,SGP,616,non-energy
2014.0,SGP,11,energy
2014.0,SLE,2,non-energy
2014.0,SLV,4,non-energy
2014.0,SOM,2,non-energy
2014.0,SRB,28,non-energy
2014.0,SVK,49,non-energy
2014.0,SVK,2,energy
2014.0,SVN,42,non-energy
2014.0,SVN,3,energy
2014.0,SWE,668,non-energy
2014.0,SWE,27,energy
2014.0,SYC,6,non-energy
2014.0,SYR,1,non-energy
2014.0,TAN,8,non-energy
2014.0,TAN,1,energy
2014.0,THA,85,non-energy
2014.0,THA,1,energy
2014.0,TJK,1,non-energy
2014.0,TTO,10,non-energy
2014.0,TUN,17,non-energy
2014.0,TUN,3,energy
2014.0,TUR,257,non-energy
2014.0,TUR,5,energy
2014.0,TWN,82,non-energy
2014.0,TWN,6,energy
2014.0,UGA,27,non-energy
2014.0,UGA,1,energy
2014.0,UKR,246,non-energy
2014.0,UKR,5,energy
2014.0,URY,18,non-energy
2014.0,USA,19474,non-energy
2014.0,USA,587,energy
2014.0,VEN,5,non-energy
2014.0,VEN,1,energy
2014.0,VNM,131,non-energy
2014.0,VNM,3,energy
2014.0,ZAF,188,non-energy
2014.0,ZAF,9,energy
2014.0,ZMB,3,non-energy
2014.0,ZWE,7,non-energy
2014.0,ZWE,1,energy
2015.0,AFG,3,non-energy
2015.0,AGO,5,non-energy
2015.0,ALB,11,non-energy
2015.0,ARE,288,non-energy
2015.0,ARE,5,energy
2015.0,ARG,126,non-energy
2015.0,ARG,1,energy
2015.0,ARM,12,non-energy
2015.0,AUS,1147,non-energy
2015.0,AUS,37,energy
2015.0,AUT,140,non-energy
2015.0,AUT,2,energy
2015.0,AZE,12,non-energy
2015.0,BAH,2,non-energy
2015.0,BEL,284,non-energy
2015.0,BEL,12,energy
2015.0,BEN,2,non-energy
2015.0,BGD,152,non-energy
2015.0,BGD,1,energy
2015.0,BGR,76,non-energy
2015.0,BGR,1,energy
2015.0,BHR,7,non-energy
2015.0,BIH,7,non-energy
2015.0,BLR,23,non-energy
2015.0,BLZ,2,non-energy
2015.0,BMU,6,non-energy
2015.0,BOL,3,non-energy
2015.0,BRA,1013,non-energy
2015.0,BRA,30,energy
2015.0,BRB,2,non-energy
2015.0,BWA,5,non-energy
2015.0,CAN,1932,non-energy
2015.0,CAN,102,energy
2015.0,CHE,441,non-energy
2015.0,CHE,20,energy
2015.0,CHL,84,non-energy
2015.0,CHL,3,energy
2015.0,CHN,2936,non-energy
2015.0,CHN,81,energy
2015.0,CIV,7,non-energy
2015.0,CMR,7,non-energy
2015.0,COD,3,non-energy
2015.0,COD,1,energy
2015.0,COL,88,non-energy
2015.0,COL,1,energy
2015.0,CRI,14,non-energy
2015.0,CUB,1,non-energy
2015.0,CYM,6,non-energy
2015.0,CYP,41,non-energy
2015.0,CZE,122,non-energy
2015.0,CZE,2,energy
2015.0,DEU,1251,non-energy
2015.0,DEU,43,energy
2015.0,DMA,1,non-energy
2015.0,DNK,312,non-energy
2015.0,DNK,9,energy
2015.0,DOM,5,non-energy
2015.0,DZA,2,non-energy
2015.0,ECU,12,non-energy
2015.0,EGY,91,non-energy
2015.0,EGY,1,energy
2015.0,ESP,1089,non-energy
2015.0,ESP,35,energy
2015.0,EST,134,non-energy
2015.0,EST,5,energy
2015.0,ETH,12,non-energy
2015.0,ETH,1,energy
2015.0,FIN,270,non-energy
2015.0,FIN,12,energy
2015.0,FJI,1,non-energy
2015.0,FRA,1314,non-energy
2015.0,FRA,47,energy
2015.0,GBR,4065,non-energy
2015.0,GBR,117,energy
2015.0,GEO,7,non-energy
2015.0,GGY,2,non-energy
2015.0,GHA,30,non-energy
2015.0,GIB,6,non-energy
2015.0,GIN,1,non-energy
2015.0,GIN,1,energy
2015.0,GMB,2,non-energy
2015.0,GRC,82,non-energy
2015.0,GRC,2,energy
2015.0,GTM,2,non-energy
2015.0,GTM,1,energy
2015.0,HKG,375,non-energy
2015.0,HKG,5,energy
2015.0,HND,3,non-energy
2015.0,HND,1,energy
2015.0,HRV,29,non-energy
2015.0,HRV,1,energy
2015.0,HUN,92,non-energy
2015.0,HUN,3,energy
2015.0,IDN,360,non-energy
2015.0,IDN,3,energy
2015.0,IMN,3,non-energy
2015.0,IND,4717,non-energy
2015.0,IND,66,energy
2015.0,IRL,297,non-energy
2015.0,IRL,9,energy
2015.0,IRN,49,non-energy
2015.0,IRN,1,energy
2015.0,IRQ,10,non-energy
2015.0,ISL,25,non-energy
2015.0,ISL,3,energy
2015.0,ISR,751,non-energy
2015.0,ISR,24,energy
2015.0,ITA,524,non-energy
2015.0,ITA,19,energy
2015.0,JAM,6,non-energy
2015.0,JAM,2,energy
2015.0,JEY,3,non-energy
2015.0,JOR,26,non-energy
2015.0,JPN,1217,non-energy
2015.0,JPN,28,energy
2015.0,KAZ,12,non-energy
2015.0,KEN,92,non-energy
2015.0,KEN,3,energy
2015.0,KHM,9,non-energy
2015.0,KOR,963,non-energy
2015.0,KOR,11,energy
2015.0,KWT,9,non-energy
2015.0,LBN,24,non-energy
2015.0,LIE,2,non-energy
2015.0,LKA,33,non-energy
2015.0,LKA,1,energy
2015.0,LSO,1,non-energy
2015.0,LTU,52,non-energy
2015.0,LTU,3,energy
2015.0,LUX,37,non-energy
2015.0,LVA,63,non-energy
2015.0,LVA,2,energy
2015.0,MAC,3,non-energy
2015.0,MAR,25,non-energy
2015.0,MDA,6,non-energy
2015.0,MDG,1,non-energy
2015.0,MDV,1,non-energy
2015.0,MEX,261,non-energy
2015.0,MEX,10,energy
2015.0,MKD,10,non-energy
2015.0,MLT,19,non-energy
2015.0,MMR,17,non-energy
2015.0,MNE,1,non-energy
2015.0,MNG,3,non-energy
2015.0,MNP,1,non-energy
2015.0,MOZ,5,non-energy
2015.0,MUS,10,non-energy
2015.0,MWI,1,non-energy
2015.0,MYS,190,non-energy
2015.0,MYS,3,energy
2015.0,NAM,2,non-energy
2015.0,NAM,1,energy
2015.0,NGA,174,non-energy
2015.0,NGA,7,energy
2015.0,NIC,1,non-energy
2015.0,NIC,1,energy
2015.0,NLD,2295,non-energy
2015.0,NLD,80,energy
2015.0,NOR,252,non-energy
2015.0,NOR,13,energy
2015.0,NPL,20,non-energy
2015.0,NZL,200,non-energy
2015.0,NZL,5,energy
2015.0,OMN,2,non-energy
2015.0,OMN,1,energy
2015.0,PAK,160,non-energy
2015.0,PAK,2,energy
2015.0,PAN,13,non-energy
2015.0,PAN,2,energy
2015.0,PER,36,non-energy
2015.0,PER,1,energy
2015.0,PHL,151,non-energy
2015.0,PHL,2,energy
2015.0,POL,305,non-energy
2015.0,POL,11,energy
2015.0,PRI,17,non-energy
2015.0,PRT,179,non-energy
2015.0,PRT,11,energy
2015.0,PRY,2,non-energy
2015.0,PSE,4,non-energy
2015.0,QAT,17,non-energy
2015.0,ROM,144,non-energy
2015.0,ROM,5,energy
2015.0,RUS,236,non-energy
2015.0,RUS,6,energy
2015.0,RWA,6,non-energy
2015.0,SAU,39,non-energy
2015.0,SDN,1,non-energy
2015.0,SEN,6,non-energy
2015.0,SEN,2,energy
2015.0,SGP,622,non-energy
2015.0,SGP,8,energy
2015.0,SJM,1,non-energy
2015.0,SLV,4,non-energy
2015.0,SMR,1,non-energy
2015.0,SRB,38,non-energy
2015.0,SUR,2,non-energy
2015.0,SVK,40,non-energy
2015.0,SVK,2,energy
2015.0,SVN,54,non-energy
2015.0,SVN,2,energy
2015.0,SWE,691,non-energy
2015.0,SWE,26,energy
2015.0,SWZ,2,non-energy
2015.0,SYC,5,non-energy
2015.0,SYR,2,non-energy
2015.0,TAN,13,non-energy
2015.0,TAN,2,energy
2015.0,THA,93,non-energy
2015.0,THA,2,energy
2015.0,TTO,14,non-energy
2015.0,TTO,1,energy
2015.0,TUN,16,non-energy
2015.0,TUR,391,non-energy
2015.0,TUR,8,energy
2015.0,TWN,97,non-energy
2015.0,TWN,3,energy
2015.0,UGA,27,non-energy
2015.0,UGA,5,energy
2015.0,UKR,236,non-energy
2015.0,UKR,6,energy
2015.0,URY,24,non-energy
2015.0,USA,18254,non-energy
2015.0,USA,531,energy
2015.0,UZB,1,non-energy
2015.0,VEN,10,non-energy
2015.0,VEN,1,energy
2015.0,VNM,139,non-energy
2015.0,VNM,2,energy
2015.0,YEM,1,non-energy
2015.0,ZAF,183,non-energy
2015.0,ZAF,8,energy
2015.0,ZMB,6,non-energy
2015.0,ZWE,7,non-energy
2016.0,AFG,1,non-energy
2016.0,AGO,3,non-energy
2016.0,ALB,4,non-energy
2016.0,AND,1,non-energy
2016.0,ARE,282,non-energy
2016.0,ARE,5,energy
2016.0,ARG,94,non-energy
2016.0,ARM,16,non-energy
2016.0,AUS,1056,non-energy
2016.0,AUS,30,energy
2016.0,AUT,132,non-energy
2016.0,AUT,3,energy
2016.0,AZE,7,non-energy
2016.0,BAH,2,non-energy
2016.0,BAH,1,energy
2016.0,BEL,256,non-energy
2016.0,BEL,10,energy
2016.0,BEN,3,non-energy
2016.0,BGD,146,non-energy
2016.0,BGD,1,energy
2016.0,BGR,47,non-energy
2016.0,BHR,13,non-energy
2016.0,BIH,8,non-energy
2016.0,BIH,1,energy
2016.0,BLR,31,non-energy
2016.0,BLR,1,energy
2016.0,BLZ,6,non-energy
2016.0,BMU,2,non-energy
2016.0,BMU,1,energy
2016.0,BOL,1,non-energy
2016.0,BRA,987,non-energy
2016.0,BRA,27,energy
2016.0,BRB,3,non-energy
2016.0,BRN,1,non-energy
2016.0,BWA,1,energy
2016.0,CAN,1756,non-energy
2016.0,CAN,92,energy
2016.0,CHE,428,non-energy
2016.0,CHE,10,energy
2016.0,CHL,82,non-energy
2016.0,CHL,5,energy
2016.0,CHN,1819,non-energy
2016.0,CHN,54,energy
2016.0,CIV,10,non-energy
2016.0,CIV,1,energy
2016.0,CMR,14,non-energy
2016.0,COD,7,non-energy
2016.0,COL,81,non-energy
2016.0,COL,1,energy
2016.0,CRI,19,non-energy
2016.0,CUB,2,non-energy
2016.0,CYM,12,non-energy
2016.0,CYM,1,energy
2016.0,CYP,50,non-energy
2016.0,CYP,1,energy
2016.0,CZE,100,non-energy
2016.0,DEU,1217,non-energy
2016.0,DEU,61,energy
2016.0,DJI,1,non-energy
2016.0,DNK,266,non-energy
2016.0,DNK,18,energy
2016.0,DOM,5,non-energy
2016.0,DZA,5,non-energy
2016.0,ECU,17,non-energy
2016.0,EGY,127,non-energy
2016.0,EGY,5,energy
2016.0,ESP,952,non-energy
2016.0,ESP,26,energy
2016.0,EST,120,non-energy
2016.0,EST,6,energy
2016.0,ETH,17,non-energy
2016.0,FIN,231,non-energy
2016.0,FIN,9,energy
2016.0,FJI,1,non-energy
2016.0,FRA,1113,non-energy
2016.0,FRA,47,energy
2016.0,GAB,1,non-energy
2016.0,GBR,3371,non-energy
2016.0,GBR,94,energy
2016.0,GEO,15,non-energy
2016.0,GGY,2,non-energy
2016.0,GHA,27,non-energy
2016.0,GHA,1,energy
2016.0,GIB,7,non-energy
2016.0,GIN,1,non-energy
2016.0,GMB,1,non-energy
2016.0,GRC,52,non-energy
2016.0,GRC,1,energy
2016.0,GTM,10,non-energy
2016.0,GTM,1,energy
2016.0,GUY,1,energy
2016.0,HKG,351,non-energy
2016.0,HKG,5,energy
2016.0,HND,2,non-energy
2016.0,HRV,23,non-energy
2016.0,HTI,2,non-energy
2016.0,HUN,89,non-energy
2016.0,IDN,314,non-energy
2016.0,IDN,3,energy
2016.0,IMN,11,non-energy
2016.0,IND,3881,non-energy
2016.0,IND,74,energy
2016.0,IRL,256,non-energy
2016.0,IRL,5,energy
2016.0,IRN,48,non-energy
2016.0,IRQ,10,non-energy
2016.0,ISL,22,non-energy
2016.0,ISR,727,non-energy
2016.0,ISR,29,energy
2016.0,ITA,412,non-energy
2016.0,ITA,16,energy
2016.0,JAM,13,non-energy
2016.0,JEY,3,non-energy
2016.0,JOR,34,non-energy
2016.0,JOR,1,energy
2016.0,JPN,1157,non-energy
2016.0,JPN,18,energy
2016.0,KAZ,8,non-energy
2016.0,KEN,93,non-energy
2016.0,KEN,5,energy
2016.0,KGZ,3,non-energy
2016.0,KHM,9,non-energy
2016.0,KHM,1,energy
2016.0,KNA,1,non-energy
2016.0,KOR,869,non-energy
2016.0,KOR,16,energy
2016.0,KWT,17,non-energy
2016.0,LBN,30,non-energy
2016.0,LCA,1,non-energy
2016.0,LIE,7,non-energy
2016.0,LKA,34,non-energy
2016.0,LTU,44,non-energy
2016.0,LTU,2,energy
2016.0,LUX,37,non-energy
2016.0,LUX,1,energy
2016.0,LVA,36,non-energy
2016.0,LVA,3,energy
2016.0,MAR,21,non-energy
2016.0,MAR,2,energy
2016.0,MDA,11,non-energy
2016.0,MDG,2,non-energy
2016.0,MEX,228,non-energy
2016.0,MEX,5,energy
2016.0,MHL,1,non-energy
2016.0,MKD,8,non-energy
2016.0,MLI,3,non-energy
2016.0,MLT,27,non-energy
2016.0,MMR,17,non-energy
2016.0,MMR,1,energy
2016.0,MNG,5,non-energy
2016.0,MOZ,3,non-energy
2016.0,MUS,10,non-energy
2016.0,MWI,3,non-energy
2016.0,MYS,191,non-energy
2016.0,NAM,4,non-energy
2016.0,NGA,219,non-energy
2016.0,NGA,6,energy
2016.0,NIC,3,non-energy
2016.0,NLD,2235,non-energy
2016.0,NLD,72,energy
2016.0,NOR,278,non-energy
2016.0,NOR,21,energy
2016.0,NPL,20,non-energy
2016.0,NZL,187,non-energy
2016.0,NZL,2,energy
2016.0,OMN,2,non-energy
2016.0,PAK,145,non-energy
2016.0,PAK,1,energy
2016.0,PAN,16,non-energy
2016.0,PER,48,non-energy
2016.0,PHL,127,non-energy
2016.0,PNG,1,non-energy
2016.0,POL,256,non-energy
2016.0,POL,10,energy
2016.0,PRI,18,non-energy
2016.0,PRI,1,energy
2016.0,PRT,167,non-energy
2016.0,PRT,5,energy
2016.0,PRY,1,non-energy
2016.0,PSE,4,non-energy
2016.0,QAT,12,non-energy
2016.0,REU,2,non-energy
2016.0,ROM,129,non-energy
2016.0,ROM,4,energy
2016.0,RUS,219,non-energy
2016.0,RUS,4,energy
2016.0,RWA,1,non-energy
2016.0,RWA,3,energy
2016.0,SAU,75,non-energy
2016.0,SAU,2,energy
2016.0,SDN,2,non-energy
2016.0,SEN,12,non-energy
2016.0,SGP,580,non-energy
2016.0,SGP,14,energy
2016.0,SLE,1,non-energy
2016.0,SLE,1,energy
2016.0,SLV,6,non-energy
2016.0,SOM,1,non-energy
2016.0,SOM,1,energy
2016.0,SRB,29,non-energy
2016.0,SRB,1,energy
2016.0,SUR,1,energy
2016.0,SVK,47,non-energy
2016.0,SVK,2,energy
2016.0,SVN,25,non-energy
2016.0,SVN,3,energy
2016.0,SWE,670,non-energy
2016.0,SWE,20,energy
2016.0,SYC,2,non-energy
2016.0,TAN,10,non-energy
2016.0,TAN,1,energy
2016.0,TCA,1,non-energy
2016.0,THA,88,non-energy
2016.0,THA,1,energy
2016.0,TJK,2,non-energy
2016.0,TTO,11,non-energy
2016.0,TUN,16,non-energy
2016.0,TUR,203,non-energy
2016.0,TUR,6,energy
2016.0,TWN,93,non-energy
2016.0,TWN,2,energy
2016.0,UGA,45,non-energy
2016.0,UGA,3,energy
2016.0,UKR,249,non-energy
2016.0,UKR,9,energy
2016.0,URY,24,non-energy
2016.0,USA,14907,non-energy
2016.0,USA,455,energy
2016.0,UZB,3,non-energy
2016.0,VEN,8,non-energy
2016.0,VNM,124,non-energy
2016.0,ZAF,164,non-energy
2016.0,ZAF,6,energy
2016.0,ZMB,13,non-energy
2016.0,ZMB,2,energy
2016.0,ZWE,7,non-energy
2017.0,AGO,4,non-energy
2017.0,AIA,1,non-energy
2017.0,ALB,8,non-energy
2017.0,AND,3,non-energy
2017.0,ARE,301,non-energy
2017.0,ARE,9,energy
2017.0,ARG,110,non-energy
2017.0,ARG,2,energy
2017.0,ARM,21,non-energy
2017.0,AUS,975,non-energy
2017.0,AUS,29,energy
2017.0,AUT,134,non-energy
2017.0,AUT,2,energy
2017.0,AZE,15,non-energy
2017.0,AZE,1,energy
2017.0,BEL,208,non-energy
2017.0,BEL,9,energy
2017.0,BEN,5,non-energy
2017.0,BGD,143,non-energy
2017.0,BGD,1,energy
2017.0,BGR,57,non-energy
2017.0,BHR,15,non-energy
2017.0,BIH,7,non-energy
2017.0,BIH,1,energy
2017.0,BLM,1,non-energy
2017.0,BLR,30,non-energy
2017.0,BLZ,6,non-energy
