year,country_ISO3,technology_field,number_of_companies
2005.0,ISR,Other Renewables,0.5
2005.0,ISR,Solar,1.5
2005.0,ITA,Energy Efficiency,6.0
2005.0,ITA,Grid,1.0
2005.0,ITA,Other Energy,6.0
2005.0,ITA,Other Renewables,4.0
2005.0,ITA,Solar,2.5
2005.0,ITA,Wind,0.5
2005.0,JPN,Energy Efficiency,3.75
2005.0,JPN,Fossil Fuels,0.75
2005.0,JPN,Grid,0.5
2005.0,JPN,Hybrid and Electric mobility,1.0
2005.0,JPN,Other Energy,4.583333333333333
2005.0,JPN,Other Renewables,4.416666666666666
2005.0,JPN,Solar,1.0
2005.0,KAZ,Fossil Fuels,1.0
2005.0,KEN,Other Energy,1.0
2005.0,KOR,Energy Efficiency,3.5
2005.0,KOR,Other Energy,0.5
2005.0,KOR,Storage (not electromobility),1.0
2005.0,LUX,Other Energy,1.0
2005.0,LUX,Other Renewables,1.0
2005.0,MEX,Other Energy,0.5
2005.0,MEX,Other Renewables,0.5
2005.0,MMR,Energy Efficiency,1.0
2005.0,MYS,Other Energy,1.0
2005.0,NGA,Fossil Fuels,1.0
2005.0,NGA,Grid,1.5
2005.0,NGA,Other Energy,0.5
2005.0,NLD,Energy Efficiency,8.5
2005.0,NLD,Fossil Fuels,3.333333333333333
2005.0,NLD,Grid,1.0
2005.0,NLD,Other Energy,3.833333333333333
2005.0,NLD,Other Renewables,3.333333333333333
2005.0,NLD,Solar,1.0
2005.0,NOR,Energy Efficiency,2.3333333333333335
2005.0,NOR,Fossil Fuels,6.333333333333333
2005.0,NOR,Other Energy,5.833333333333333
2005.0,NOR,Other Renewables,0.3333333333333333
2005.0,NOR,Solar,0.8333333333333333
2005.0,NOR,Storage (not electromobility),0.3333333333333333
2005.0,NZL,Fossil Fuels,1.5
2005.0,NZL,Other Energy,1.0
2005.0,NZL,Solar,0.5
2005.0,PAN,Other Energy,1.0
2005.0,POL,Energy Efficiency,1.0
2005.0,POL,Fossil Fuels,1.0
2005.0,PRT,Energy Efficiency,1.0
2005.0,PRT,Other Energy,2.0
2005.0,ROM,Energy Efficiency,1.0
2005.0,ROM,Fossil Fuels,0.5
2005.0,ROM,Other Energy,3.5
2005.0,ROM,Solar,1.0
2005.0,RUS,Energy Efficiency,1.0
2005.0,RUS,Fossil Fuels,1.0
2005.0,RUS,Grid,9.166666666666666
2005.0,RUS,Other Energy,3.833333333333333
2005.0,SAU,Grid,0.5
2005.0,SAU,Other Energy,0.5
2005.0,SGP,Energy Efficiency,0.8333333333333333
2005.0,SGP,Fossil Fuels,3.0
2005.0,SGP,Other Energy,2.333333333333333
2005.0,SGP,Other Renewables,0.3333333333333333
2005.0,SGP,Solar,0.5
2005.0,SRB,Energy Efficiency,1.0
2005.0,SVK,Energy Efficiency,3.0
2005.0,SWE,Energy Efficiency,4.0
2005.0,SWE,Grid,4.0
2005.0,SWE,Hybrid and Electric mobility,1.0
2005.0,SWE,Hydrogen and Fuel Cells,0.5
2005.0,SWE,Other Energy,8.0
2005.0,SWE,Other Renewables,2.0
2005.0,SWE,Solar,0.5
2005.0,SWE,Storage (not electromobility),1.0
2005.0,THA,Bioenergy,1.0
2005.0,THA,Other Energy,1.5
2005.0,THA,Solar,0.5
2005.0,TUN,Grid,0.6666666666666666
2005.0,TUN,Other Energy,0.3333333333333333
2005.0,TUR,Grid,1.0
2005.0,TUR,Other Energy,0.3333333333333333
2005.0,TUR,Other Renewables,0.6666666666666666
2005.0,TWN,Energy Efficiency,1.0
2005.0,TWN,Other Energy,0.5
2005.0,TWN,Solar,0.5
2005.0,UGA,Energy Efficiency,0.3333333333333333
2005.0,UGA,Grid,0.8333333333333333
2005.0,UGA,Other Energy,1.8333333333333333
2005.0,UKR,Energy Efficiency,3.083333333333333
2005.0,UKR,Fossil Fuels,0.3333333333333333
2005.0,UKR,Grid,2.25
2005.0,UKR,Other Energy,2.9166666666666665
2005.0,UKR,Other Renewables,1.1666666666666665
2005.0,UKR,Solar,0.25
2005.0,USA,Bioenergy,4.5
2005.0,USA,Energy Efficiency,57.0
2005.0,USA,Fossil Fuels,62.583333333333336
2005.0,USA,Grid,30.333333333333332
2005.0,USA,Hybrid and Electric mobility,8.0
2005.0,USA,Other Energy,112.75
2005.0,USA,Other Renewables,38.916666666666664
2005.0,USA,Solar,30.583333333333332
2005.0,USA,Storage (not electromobility),9.833333333333334
2005.0,USA,Wind,2.5
2005.0,VNM,Grid,1.0
2005.0,VNM,Other Energy,0.8333333333333333
2005.0,VNM,Other Renewables,0.6666666666666666
2005.0,VNM,Solar,0.5
2005.0,ZAF,Energy Efficiency,1.0
2005.0,ZAF,Fossil Fuels,2.0
2005.0,ZAF,Grid,1.0
2006.0,ARE,Energy Efficiency,0.5
2006.0,ARE,Fossil Fuels,2.5
2006.0,ARE,Grid,0.25
2006.0,ARE,Other Energy,0.75
2006.0,ARE,Other Renewables,1.0
2006.0,AUS,Energy Efficiency,3.0
2006.0,AUS,Fossil Fuels,5.75
2006.0,AUS,Grid,3.25
2006.0,AUS,Hybrid and Electric mobility,1.0
2006.0,AUS,Other Energy,10.75
2006.0,AUS,Other Renewables,2.5
2006.0,AUS,Solar,1.75
2006.0,AUS,Storage (not electromobility),3.0
2006.0,BEL,Energy Efficiency,1.1666666666666665
2006.0,BEL,Grid,0.3333333333333333
2006.0,BEL,Other Energy,3.1666666666666665
2006.0,BEL,Other Renewables,0.8333333333333333
2006.0,BEL,Storage (not electromobility),0.5
2006.0,BRA,Energy Efficiency,1.0
2006.0,BRA,Fossil Fuels,2.0
2006.0,BRA,Other Energy,3.0
2006.0,CAN,Energy Efficiency,12.416666666666666
2006.0,CAN,Fossil Fuels,21.416666666666668
2006.0,CAN,Grid,5.0
2006.0,CAN,Hybrid and Electric mobility,3.0
2006.0,CAN,Nuclear,1.0
2006.0,CAN,Other Energy,25.583333333333332
2006.0,CAN,Other Renewables,10.416666666666666
2006.0,CAN,Solar,6.166666666666666
2006.0,CAN,Storage (not electromobility),1.0
2006.0,CHE,Energy Efficiency,2.0
2006.0,CHE,Fossil Fuels,1.0
2006.0,CHE,Grid,2.0
2006.0,CHE,Other Energy,7.333333333333333
2006.0,CHE,Other Renewables,1.5
2006.0,CHE,Solar,8.333333333333334
2006.0,CHE,Storage (not electromobility),0.8333333333333333
2006.0,CHN,Energy Efficiency,15.0
2006.0,CHN,Fossil Fuels,7.5
2006.0,CHN,Grid,4.666666666666666
2006.0,CHN,Hybrid and Electric mobility,4.0
2006.0,CHN,Other Energy,15.0
2006.0,CHN,Other Renewables,4.0
2006.0,CHN,Solar,9.5
2006.0,CHN,Wind,1.3333333333333333
2006.0,COD,Fossil Fuels,1.0
2006.0,CYM,Fossil Fuels,0.5
2006.0,CYM,Other Energy,0.5
2006.0,CYP,Other Energy,1.5
2006.0,CYP,Solar,0.5
2006.0,CZE,Energy Efficiency,1.5
2006.0,CZE,Grid,0.5
2006.0,CZE,Other Energy,4.833333333333333
2006.0,CZE,Other Renewables,1.0
2006.0,CZE,Solar,3.833333333333333
2006.0,CZE,Storage (not electromobility),0.3333333333333333
2006.0,DEU,Energy Efficiency,7.333333333333333
2006.0,DEU,Fossil Fuels,7.5
2006.0,DEU,Grid,1.8333333333333333
2006.0,DEU,Hybrid and Electric mobility,2.0
2006.0,DEU,Hydrogen and Fuel Cells,1.0
2006.0,DEU,Other Energy,13.833333333333332
2006.0,DEU,Other Renewables,2.6666666666666665
2006.0,DEU,Solar,8.5
2006.0,DEU,Wind,1.3333333333333333
2006.0,DNK,Bioenergy,0.6666666666666666
2006.0,DNK,Energy Efficiency,2.0
2006.0,DNK,Fossil Fuels,0.8333333333333333
2006.0,DNK,Grid,1.0
2006.0,DNK,Hybrid and Electric mobility,1.0
2006.0,DNK,Other Energy,4.916666666666666
2006.0,DNK,Other Renewables,2.083333333333333
2006.0,DNK,Solar,1.0
2006.0,DNK,Storage (not electromobility),1.0
2006.0,DNK,Wind,4.5
2006.0,ESP,Energy Efficiency,7.0
2006.0,ESP,Fossil Fuels,2.5
2006.0,ESP,Grid,4.0
2006.0,ESP,Other Energy,10.0
2006.0,ESP,Other Renewables,5.5
2006.0,ESP,Solar,7.5
2006.0,ESP,Wind,1.5
2006.0,FIN,Solar,1.0
2006.0,FRA,Energy Efficiency,3.4
2006.0,FRA,Fossil Fuels,1.5
2006.0,FRA,Grid,1.0
2006.0,FRA,Hybrid and Electric mobility,3.0
2006.0,FRA,Other Energy,7.7
2006.0,FRA,Other Renewables,6.2
2006.0,FRA,Solar,5.0
2006.0,FRA,Storage (not electromobility),0.2
2006.0,FRA,Wind,1.0
2006.0,GBR,Energy Efficiency,7.916666666666667
2006.0,GBR,Fossil Fuels,16.916666666666668
2006.0,GBR,Grid,3.0
2006.0,GBR,Other Energy,35.75
2006.0,GBR,Other Renewables,10.166666666666666
2006.0,GBR,Solar,2.6666666666666665
2006.0,GBR,Storage (not electromobility),2.5833333333333335
2006.0,GBR,Wind,1.0
2006.0,GRC,Energy Efficiency,0.6666666666666666
2006.0,GRC,Fossil Fuels,0.5
2006.0,GRC,Grid,0.3333333333333333
2006.0,GRC,Other Energy,1.5
2006.0,GRC,Solar,0.6666666666666666
2006.0,GRC,Wind,0.3333333333333333
2006.0,HKG,Energy Efficiency,0.6666666666666666
2006.0,HKG,Grid,0.3333333333333333
2006.0,HKG,Other Energy,0.8333333333333333
2006.0,HKG,Other Renewables,0.3333333333333333
2006.0,HKG,Solar,0.8333333333333333
2006.0,HRV,Hybrid and Electric mobility,1.0
2006.0,HUN,Energy Efficiency,1.3333333333333333
2006.0,HUN,Fossil Fuels,1.0
2006.0,HUN,Grid,1.0
2006.0,HUN,Other Energy,0.3333333333333333
2006.0,HUN,Solar,0.3333333333333333
2006.0,IDN,Fossil Fuels,1.5
2006.0,IDN,Other Energy,1.0
2006.0,IDN,Solar,0.5
2006.0,IND,Energy Efficiency,2.333333333333333
2006.0,IND,Fossil Fuels,3.5
2006.0,IND,Grid,0.6666666666666666
2006.0,IND,Other Energy,11.166666666666666
2006.0,IND,Other Renewables,2.8333333333333335
2006.0,IND,Solar,2.333333333333333
2006.0,IND,Wind,0.16666666666666666
2006.0,IRL,Energy Efficiency,0.5
2006.0,IRL,Fossil Fuels,2.0
2006.0,IRL,Other Energy,2.5
2006.0,IRL,Other Renewables,1.5
2006.0,IRL,Wind,0.5
2006.0,ISL,Energy Efficiency,0.3333333333333333
2006.0,ISL,Fossil Fuels,0.3333333333333333
2006.0,ISL,Grid,0.3333333333333333
2006.0,ISL,Other Energy,0.8333333333333333
2006.0,ISL,Other Renewables,0.8333333333333333
2006.0,ISL,Storage (not electromobility),0.3333333333333333
2006.0,ISR,Energy Efficiency,0.6666666666666666
2006.0,ISR,Other Energy,4.166666666666666
2006.0,ISR,Other Renewables,1.8333333333333333
2006.0,ISR,Solar,2.0
2006.0,ISR,Wind,0.3333333333333333
2006.0,ITA,Energy Efficiency,4.833333333333333
2006.0,ITA,Grid,1.5
2006.0,ITA,Hybrid and Electric mobility,1.0
2006.0,ITA,Hydrogen and Fuel Cells,0.3333333333333333
2006.0,ITA,Nuclear,1.0
2006.0,ITA,Other Energy,7.333333333333333
2006.0,ITA,Other Renewables,3.6666666666666665
2006.0,ITA,Solar,3.333333333333333
2006.0,ITA,Wind,1.0
2006.0,JEY,Fossil Fuels,1.0
2006.0,JOR,Other Energy,1.0
2006.0,JPN,Energy Efficiency,5.333333333333333
2006.0,JPN,Grid,2.1666666666666665
2006.0,JPN,Hybrid and Electric mobility,2.0
2006.0,JPN,Other Energy,7.0
2006.0,JPN,Other Renewables,3.1666666666666665
2006.0,JPN,Solar,3.0
2006.0,JPN,Storage (not electromobility),1.3333333333333333
2006.0,KAZ,Other Energy,1.0
2006.0,KHM,Other Energy,0.5
2006.0,KHM,Solar,0.5
2006.0,KOR,Bioenergy,0.3333333333333333
2006.0,KOR,Energy Efficiency,2.0
2006.0,KOR,Fossil Fuels,1.3333333333333333
2006.0,KOR,Other Energy,0.5
2006.0,KOR,Other Renewables,0.8333333333333333
2006.0,LTU,Other Energy,1.0
2006.0,MAR,Energy Efficiency,0.5
2006.0,MAR,Grid,0.5
2006.0,MDG,Other Energy,0.5
2006.0,MDG,Other Renewables,0.5
2006.0,MEX,Other Energy,1.0
2006.0,MYS,Fossil Fuels,1.5
2006.0,MYS,Other Energy,0.5
2006.0,MYS,Other Renewables,1.0
2006.0,NGA,Fossil Fuels,1.8333333333333333
2006.0,NGA,Other Energy,0.8333333333333333
2006.0,NGA,Other Renewables,1.3333333333333333
2006.0,NLD,Energy Efficiency,7.0
2006.0,NLD,Fossil Fuels,4.0
2006.0,NLD,Grid,1.0
2006.0,NLD,Hybrid and Electric mobility,3.0
2006.0,NLD,Other Energy,3.5
2006.0,NLD,Other Renewables,1.5
2006.0,NLD,Solar,1.0
2006.0,NLD,Storage (not electromobility),2.0
2006.0,NLD,Wind,1.0
2006.0,NOR,Energy Efficiency,1.0
2006.0,NOR,Fossil Fuels,4.5
2006.0,NOR,Other Energy,4.0
2006.0,NOR,Other Renewables,1.5
2006.0,NOR,Solar,1.0
2006.0,NZL,Other Energy,1.5
2006.0,NZL,Other Renewables,0.5
2006.0,PAK,Grid,0.5
2006.0,PAK,Other Energy,0.5
2006.0,POL,Energy Efficiency,0.5
2006.0,POL,Grid,0.3333333333333333
2006.0,POL,Other Energy,2.8333333333333335
2006.0,POL,Other Renewables,1.8333333333333333
2006.0,POL,Storage (not electromobility),0.5
2006.0,PRT,Energy Efficiency,2.0
2006.0,PRT,Other Energy,2.0
2006.0,PRT,Other Renewables,1.0
2006.0,PRT,Solar,1.0
2006.0,ROM,Energy Efficiency,1.25
2006.0,ROM,Fossil Fuels,0.5
2006.0,ROM,Grid,2.0
2006.0,ROM,Hybrid and Electric mobility,1.0
2006.0,ROM,Other Energy,0.75
2006.0,ROM,Solar,0.25
2006.0,ROM,Wind,0.25
2006.0,RUS,Fossil Fuels,2.5
2006.0,RUS,Grid,3.1666666666666665
2006.0,RUS,Other Energy,2.833333333333333
2006.0,RUS,Solar,0.5
2006.0,SGP,Bioenergy,1.0
2006.0,SGP,Energy Efficiency,1.3333333333333333
2006.0,SGP,Other Energy,0.3333333333333333
2006.0,SGP,Other Renewables,0.3333333333333333
2006.0,SRB,Fossil Fuels,1.0
2006.0,SRB,Other Energy,0.5
2006.0,SRB,Other Renewables,0.5
2006.0,SVK,Energy Efficiency,0.5
2006.0,SVK,Other Energy,0.5
2006.0,SVK,Other Renewables,1.0
2006.0,SVN,Other Renewables,1.0
2006.0,SWE,Bioenergy,1.5
2006.0,SWE,Energy Efficiency,3.0833333333333335
2006.0,SWE,Fossil Fuels,1.75
2006.0,SWE,Grid,4.333333333333333
2006.0,SWE,Hybrid and Electric mobility,1.0
2006.0,SWE,Other Energy,5.75
2006.0,SWE,Other Renewables,2.583333333333333
2006.0,SWE,Storage (not electromobility),1.0
2006.0,SWE,Wind,1.0
2006.0,THA,Bioenergy,0.3333333333333333
2006.0,THA,Fossil Fuels,1.5
2006.0,THA,Other Energy,0.8333333333333333
2006.0,THA,Solar,0.3333333333333333
2006.0,TUN,Other Energy,0.5
2006.0,TUN,Solar,0.5
2006.0,TUR,Other Energy,1.5
2006.0,TUR,Other Renewables,0.5
2006.0,TWN,Energy Efficiency,1.0
2006.0,TWN,Storage (not electromobility),1.0
2006.0,UKR,Energy Efficiency,1.3333333333333333
2006.0,UKR,Fossil Fuels,1.0
2006.0,UKR,Grid,2.0
2006.0,UKR,Other Energy,0.6666666666666666
2006.0,UKR,Solar,0.6666666666666666
2006.0,UKR,Storage (not electromobility),0.3333333333333333
2006.0,USA,Bioenergy,7.333333333333333
2006.0,USA,Energy Efficiency,64.38333333333333
2006.0,USA,Fossil Fuels,63.583333333333336
2006.0,USA,Grid,18.166666666666668
2006.0,USA,Hybrid and Electric mobility,9.0
2006.0,USA,Hydrogen and Fuel Cells,0.8333333333333333
2006.0,USA,Nuclear,0.5
2006.0,USA,Other Energy,127.73333333333333
2006.0,USA,Other Renewables,51.9
2006.0,USA,Solar,42.916666666666664
2006.0,USA,Storage (not electromobility),7.316666666666666
2006.0,USA,Wind,2.333333333333333
2006.0,VEN,Fossil Fuels,1.0
2006.0,VNM,Energy Efficiency,0.3333333333333333
2006.0,VNM,Fossil Fuels,0.5
2006.0,VNM,Grid,0.3333333333333333
2006.0,VNM,Other Energy,0.3333333333333333
2006.0,VNM,Other Renewables,0.5
2006.0,VNM,Solar,1.0
2006.0,ZAF,Energy Efficiency,0.3333333333333333
2006.0,ZAF,Fossil Fuels,1.0
2006.0,ZAF,Grid,1.3333333333333333
2006.0,ZAF,Other Energy,2.6666666666666665
2006.0,ZAF,Other Renewables,0.6666666666666666
2007.0,ALB,Grid,1.0
2007.0,ARE,Energy Efficiency,0.5
2007.0,ARE,Other Energy,1.0
2007.0,ARE,Other Renewables,1.0
2007.0,ARE,Solar,0.5
2007.0,ARG,Other Energy,1.0
2007.0,ARG,Other Renewables,1.0
2007.0,AUS,Energy Efficiency,3.6666666666666665
2007.0,AUS,Fossil Fuels,5.0
2007.0,AUS,Grid,1.8333333333333333
2007.0,AUS,Hybrid and Electric mobility,1.0
2007.0,AUS,Other Energy,11.416666666666666
2007.0,AUS,Other Renewables,3.4166666666666665
2007.0,AUS,Solar,0.8333333333333333
2007.0,AUS,Storage (not electromobility),1.8333333333333333
2007.0,AUT,Energy Efficiency,1.3333333333333333
2007.0,AUT,Fossil Fuels,0.6666666666666666
2007.0,BEL,Energy Efficiency,2.5
2007.0,BEL,Fossil Fuels,1.0
2007.0,BEL,Nuclear,1.0
2007.0,BEL,Other Energy,4.5
2007.0,BEL,Other Renewables,2.0
2007.0,BEL,Solar,4.0
2007.0,BGD,Energy Efficiency,0.3333333333333333
2007.0,BGD,Grid,3.6666666666666665
2007.0,BGD,Other Energy,0.6666666666666666
2007.0,BGD,Other Renewables,0.3333333333333333
2007.0,BGR,Other Renewables,1.0
2007.0,BLR,Energy Efficiency,1.0
2007.0,BRA,Energy Efficiency,1.3333333333333333
2007.0,BRA,Fossil Fuels,2.5
2007.0,BRA,Grid,0.5
2007.0,BRA,Other Energy,4.166666666666666
2007.0,BRA,Other Renewables,1.0
2007.0,BRA,Solar,0.5
2007.0,CAN,Bioenergy,0.5
2007.0,CAN,Energy Efficiency,6.166666666666666
2007.0,CAN,Fossil Fuels,22.166666666666668
2007.0,CAN,Grid,4.0
2007.0,CAN,Hybrid and Electric mobility,1.0
2007.0,CAN,Other Energy,23.5
2007.0,CAN,Other Renewables,11.333333333333334
2007.0,CAN,Solar,3.833333333333333
2007.0,CAN,Storage (not electromobility),2.0
2007.0,CAN,Wind,0.5
2007.0,CHE,Energy Efficiency,8.833333333333332
2007.0,CHE,Fossil Fuels,2.8333333333333335
2007.0,CHE,Grid,2.1666666666666665
2007.0,CHE,Hybrid and Electric mobility,2.0
2007.0,CHE,Other Energy,15.0
2007.0,CHE,Other Renewables,4.0
2007.0,CHE,Solar,8.166666666666666
2007.0,CHE,Wind,1.0
2007.0,CHL,Energy Efficiency,1.0
2007.0,CHL,Other Energy,1.0
2007.0,CHN,Energy Efficiency,23.666666666666668
2007.0,CHN,Grid,4.5
2007.0,CHN,Hybrid and Electric mobility,4.0
2007.0,CHN,Other Energy,9.666666666666666
2007.0,CHN,Other Renewables,3.6666666666666665
2007.0,CHN,Solar,5.0
2007.0,CHN,Storage (not electromobility),1.0
2007.0,CHN,Wind,0.5
2007.0,COL,Solar,1.0
2007.0,CYP,Fossil Fuels,1.0
2007.0,CZE,Energy Efficiency,0.5
2007.0,CZE,Fossil Fuels,1.0
2007.0,CZE,Grid,0.5
2007.0,CZE,Other Energy,3.5
2007.0,CZE,Solar,0.5
2007.0,DEU,Energy Efficiency,5.5
2007.0,DEU,Fossil Fuels,1.8333333333333333
2007.0,DEU,Grid,3.5
2007.0,DEU,Hybrid and Electric mobility,2.0
2007.0,DEU,Other Energy,13.0
2007.0,DEU,Other Renewables,8.5
2007.0,DEU,Solar,11.333333333333334
2007.0,DEU,Storage (not electromobility),2.0
2007.0,DEU,Wind,2.333333333333333
2007.0,DNK,Energy Efficiency,1.3333333333333333
2007.0,DNK,Grid,1.5
2007.0,DNK,Other Energy,6.833333333333333
2007.0,DNK,Other Renewables,1.8333333333333333
2007.0,DNK,Solar,1.5
2007.0,DNK,Wind,1.0
2007.0,ESP,Bioenergy,0.25
2007.0,ESP,Energy Efficiency,2.6666666666666665
2007.0,ESP,Fossil Fuels,1.0
2007.0,ESP,Grid,1.6666666666666665
2007.0,ESP,Other Energy,19.583333333333332
2007.0,ESP,Other Renewables,11.333333333333332
2007.0,ESP,Solar,12.166666666666666
2007.0,ESP,Storage (not electromobility),0.3333333333333333
2007.0,ESP,Wind,2.0
2007.0,EST,Other Energy,1.0
2007.0,FIN,Energy Efficiency,1.0
2007.0,FIN,Other Renewables,1.0
2007.0,FRA,Energy Efficiency,5.333333333333333
2007.0,FRA,Fossil Fuels,2.0
2007.0,FRA,Grid,1.3333333333333333
2007.0,FRA,Other Energy,12.666666666666666
2007.0,FRA,Other Renewables,8.666666666666666
2007.0,FRA,Solar,4.5
2007.0,FRA,Wind,0.5
2007.0,GBR,Energy Efficiency,12.833333333333332
2007.0,GBR,Fossil Fuels,14.5
2007.0,GBR,Grid,5.833333333333333
2007.0,GBR,Hybrid and Electric mobility,2.0
2007.0,GBR,Other Energy,33.0
2007.0,GBR,Other Renewables,11.833333333333332
2007.0,GBR,Solar,4.166666666666666
2007.0,GBR,Storage (not electromobility),2.8333333333333335
2007.0,GHA,Grid,0.6666666666666666
2007.0,GHA,Other Energy,0.8333333333333333
2007.0,GHA,Other Renewables,0.5
2007.0,GRC,Energy Efficiency,3.833333333333333
2007.0,GRC,Fossil Fuels,0.5
2007.0,GRC,Other Energy,3.5833333333333335
2007.0,GRC,Other Renewables,1.75
2007.0,GRC,Solar,1.8333333333333333
2007.0,GRC,Wind,0.5
2007.0,HKG,Energy Efficiency,1.0
2007.0,HKG,Other Energy,0.3333333333333333
2007.0,HKG,Other Renewables,0.6666666666666666
2007.0,IDN,Fossil Fuels,0.5
2007.0,IDN,Other Energy,1.0
2007.0,IDN,Solar,0.5
2007.0,IND,Bioenergy,1.0
2007.0,IND,Energy Efficiency,2.333333333333333
2007.0,IND,Fossil Fuels,3.5
2007.0,IND,Grid,2.0
2007.0,IND,Hybrid and Electric mobility,1.0
2007.0,IND,Other Energy,9.333333333333334
2007.0,IND,Other Renewables,5.333333333333333
2007.0,IND,Solar,4.0
2007.0,IND,Wind,0.5
2007.0,IRL,Energy Efficiency,2.333333333333333
2007.0,IRL,Other Energy,4.666666666666666
2007.0,IRL,Other Renewables,1.5
2007.0,IRL,Solar,0.5
2007.0,ISL,Fossil Fuels,1.0
2007.0,ISL,Other Energy,1.0
2007.0,ISL,Other Renewables,1.0
2007.0,ISR,Energy Efficiency,4.083333333333333
2007.0,ISR,Fossil Fuels,0.75
2007.0,ISR,Grid,1.0
2007.0,ISR,Hydrogen and Fuel Cells,0.25
2007.0,ISR,Other Energy,5.333333333333333
2007.0,ISR,Other Renewables,4.5
2007.0,ISR,Solar,4.583333333333333
2007.0,ISR,Storage (not electromobility),2.5
2007.0,ITA,Bioenergy,0.5
2007.0,ITA,Energy Efficiency,4.333333333333333
2007.0,ITA,Fossil Fuels,1.5
2007.0,ITA,Grid,1.3333333333333333
2007.0,ITA,Other Energy,11.166666666666666
2007.0,ITA,Other Renewables,4.166666666666667
2007.0,ITA,Solar,7.0
2007.0,ITA,Storage (not electromobility),1.0
2007.0,JEY,Fossil Fuels,1.0
2007.0,JOR,Fossil Fuels,1.0
2007.0,JOR,Grid,1.0
2007.0,JPN,Bioenergy,0.3333333333333333
2007.0,JPN,Energy Efficiency,0.5
2007.0,JPN,Fossil Fuels,2.6666666666666665
2007.0,JPN,Grid,1.0
2007.0,JPN,Nuclear,1.0
2007.0,JPN,Other Energy,16.0
2007.0,JPN,Other Renewables,4.5
2007.0,JPN,Solar,4.0
2007.0,JPN,Storage (not electromobility),1.0
2007.0,KOR,Energy Efficiency,2.0
2007.0,KOR,Fossil Fuels,0.3333333333333333
2007.0,KOR,Grid,1.0
2007.0,KOR,Hybrid and Electric mobility,1.0
2007.0,KOR,Other Energy,1.8333333333333333
2007.0,KOR,Other Renewables,0.8333333333333333
2007.0,KOR,Storage (not electromobility),2.0
2007.0,KWT,Fossil Fuels,0.5
2007.0,KWT,Other Energy,0.5
2007.0,MEX,Energy Efficiency,1.0
2007.0,MEX,Other Energy,1.0
2007.0,MLI,Other Energy,1.0
2007.0,MNG,Fossil Fuels,1.0
2007.0,MYS,Fossil Fuels,1.0
2007.0,MYS,Other Energy,1.0
2007.0,NGA,Energy Efficiency,0.25
2007.0,NGA,Grid,0.25
2007.0,NGA,Other Energy,0.25
2007.0,NGA,Other Renewables,0.25
2007.0,NLD,Energy Efficiency,5.0
2007.0,NLD,Fossil Fuels,3.1666666666666665
2007.0,NLD,Hybrid and Electric mobility,1.0
2007.0,NLD,Other Energy,4.833333333333333
2007.0,NLD,Other Renewables,1.8333333333333333
2007.0,NLD,Solar,2.833333333333333
2007.0,NLD,Storage (not electromobility),1.3333333333333333
2007.0,NLD,Wind,1.0
2007.0,NOR,Fossil Fuels,7.833333333333333
2007.0,NOR,Grid,1.0
2007.0,NOR,Other Energy,8.333333333333334
2007.0,NOR,Other Renewables,1.8333333333333333
2007.0,NOR,Solar,0.5
2007.0,NOR,Wind,0.5
2007.0,NZL,Energy Efficiency,1.25
2007.0,NZL,Fossil Fuels,0.5
2007.0,NZL,Other Energy,2.75
2007.0,NZL,Solar,0.25
2007.0,NZL,Storage (not electromobility),0.25
2007.0,OMN,Grid,0.6666666666666666
2007.0,OMN,Other Energy,0.3333333333333333
2007.0,PAK,Fossil Fuels,0.6666666666666666
2007.0,PAK,Other Energy,0.3333333333333333
2007.0,PAN,Other Energy,1.0
2007.0,PER,Grid,2.0
2007.0,PHL,Fossil Fuels,1.0
2007.0,POL,Energy Efficiency,0.5
2007.0,POL,Fossil Fuels,1.0
2007.0,POL,Other Energy,2.0
2007.0,POL,Other Renewables,0.5
2007.0,PRT,Energy Efficiency,4.666666666666667
2007.0,PRT,Other Energy,5.0
2007.0,PRT,Other Renewables,1.6666666666666665
2007.0,PRT,Solar,2.6666666666666665
2007.0,QAT,Fossil Fuels,0.5
2007.0,QAT,Other Energy,0.5
2007.0,ROM,Energy Efficiency,1.3333333333333333
2007.0,ROM,Other Energy,1.3333333333333333
2007.0,ROM,Storage (not electromobility),0.3333333333333333
2007.0,RUS,Fossil Fuels,1.0
2007.0,RUS,Grid,3.6666666666666665
2007.0,RUS,Other Energy,1.3333333333333333
2007.0,SAU,Fossil Fuels,2.0
2007.0,SAU,Other Energy,1.0
2007.0,SGP,Energy Efficiency,2.0
2007.0,SGP,Other Energy,3.0
2007.0,SVK,Energy Efficiency,0.6666666666666666
2007.0,SVK,Other Energy,3.333333333333333
2007.0,SVK,Solar,2.0
2007.0,SVN,Grid,1.0
2007.0,SVN,Storage (not electromobility),1.0
2007.0,SWE,Energy Efficiency,4.5
2007.0,SWE,Fossil Fuels,0.3333333333333333
2007.0,SWE,Other Energy,7.5
2007.0,SWE,Other Renewables,4.5
2007.0,SWE,Solar,1.3333333333333333
2007.0,SWE,Storage (not electromobility),0.3333333333333333
2007.0,SWE,Wind,0.5
2007.0,TGO,Fossil Fuels,1.0
2007.0,THA,Other Energy,0.5
2007.0,THA,Solar,0.5
2007.0,TUR,Energy Efficiency,0.3333333333333333
2007.0,TUR,Fossil Fuels,0.3333333333333333
2007.0,TUR,Grid,0.3333333333333333
2007.0,TUR,Other Energy,1.0
