year,country_ISO3,technology_field,number_of_companies
1985.0,MUS,Hybrid and Electric mobility,1.0
1985.0,MYS,Grid,1.0
1985.0,NGA,Fossil Fuels,1.0
1985.0,NLD,Energy Efficiency,2.0
1985.0,NOR,Fossil Fuels,2.0
1985.0,NOR,Other Energy,1.0
1985.0,PAK,Fossil Fuels,1.0
1985.0,PER,Grid,1.0
1985.0,PHL,Fossil Fuels,0.5
1985.0,PHL,Other Energy,0.5
1985.0,PRT,Other Renewables,1.0
1985.0,SGP,Energy Efficiency,1.0
1985.0,SVN,Grid,1.0
1985.0,SWE,Fossil Fuels,1.0
1985.0,SWE,Other Energy,1.0
1985.0,THA,Fossil Fuels,0.3333333333333333
1985.0,THA,Other Energy,0.3333333333333333
1985.0,THA,Other Renewables,0.3333333333333333
1985.0,THA,Solar,1.0
1985.0,TUR,Grid,1.0
1985.0,TUR,Other Energy,2.0
1985.0,USA,Energy Efficiency,25.166666666666668
1985.0,USA,Fossil Fuels,40.5
1985.0,USA,Grid,21.166666666666668
1985.0,USA,Hydrogen and Fuel Cells,0.3333333333333333
1985.0,USA,Other Energy,45.333333333333336
1985.0,USA,Other Renewables,18.833333333333332
1985.0,USA,Solar,9.833333333333334
1985.0,USA,Storage (not electromobility),4.833333333333333
1985.0,VNM,Fossil Fuels,0.5
1985.0,VNM,Other Energy,0.5
1985.0,ZWE,Grid,0.6666666666666666
1985.0,ZWE,Other Energy,0.3333333333333333
1986.0,ARG,Energy Efficiency,1.0
1986.0,ARG,Storage (not electromobility),1.0
1986.0,AUS,Energy Efficiency,1.0
1986.0,AUS,Fossil Fuels,3.0
1986.0,AUS,Grid,1.0
1986.0,AUS,Nuclear,1.0
1986.0,AUS,Other Energy,1.0
1986.0,AUS,Other Renewables,0.5
1986.0,AUS,Solar,0.5
1986.0,AUT,Fossil Fuels,0.5
1986.0,AUT,Other Energy,0.5
1986.0,AUT,Storage (not electromobility),1.0
1986.0,BEL,Energy Efficiency,2.0
1986.0,BEL,Fossil Fuels,0.3333333333333333
1986.0,BEL,Grid,1.0
1986.0,BEL,Other Energy,0.3333333333333333
1986.0,BEL,Other Renewables,0.3333333333333333
1986.0,BEL,Solar,1.0
1986.0,BGD,Fossil Fuels,1.0
1986.0,BMU,Other Energy,1.0
1986.0,BRA,Grid,1.0
1986.0,CAN,Energy Efficiency,5.833333333333333
1986.0,CAN,Fossil Fuels,8.666666666666666
1986.0,CAN,Grid,4.0
1986.0,CAN,Hybrid and Electric mobility,1.0
1986.0,CAN,Other Energy,6.5
1986.0,CAN,Other Renewables,1.1666666666666665
1986.0,CAN,Solar,0.8333333333333333
1986.0,CHE,Energy Efficiency,1.0
1986.0,CHE,Fossil Fuels,0.3333333333333333
1986.0,CHE,Grid,4.0
1986.0,CHE,Other Energy,2.833333333333333
1986.0,CHE,Other Renewables,0.5
1986.0,CHE,Solar,0.3333333333333333
1986.0,CHL,Grid,0.5
1986.0,CHL,Other Energy,0.5
1986.0,CHN,Energy Efficiency,1.0
1986.0,CHN,Fossil Fuels,1.0
1986.0,CHN,Grid,2.0
1986.0,CHN,Other Energy,2.0
1986.0,CHN,Wind,1.0
1986.0,CYP,Grid,0.5
1986.0,CYP,Solar,0.5
1986.0,DEU,Energy Efficiency,4.0
1986.0,DEU,Grid,3.0
1986.0,DEU,Other Energy,2.0
1986.0,DEU,Other Renewables,0.5
1986.0,DEU,Solar,0.5
1986.0,DNK,Energy Efficiency,0.5
1986.0,DNK,Fossil Fuels,0.5
1986.0,DNK,Grid,1.0
1986.0,DNK,Other Energy,2.5
1986.0,DNK,Other Renewables,1.5
1986.0,EGY,Energy Efficiency,1.0
1986.0,ESP,Energy Efficiency,0.8333333333333333
1986.0,ESP,Fossil Fuels,1.1666666666666665
1986.0,ESP,Grid,1.3333333333333333
1986.0,ESP,Other Energy,4.0
1986.0,ESP,Other Renewables,2.1666666666666665
1986.0,ESP,Solar,0.5
1986.0,FIN,Hybrid and Electric mobility,1.0
1986.0,FRA,Energy Efficiency,1.3333333333333333
1986.0,FRA,Fossil Fuels,0.5
1986.0,FRA,Grid,2.0
1986.0,FRA,Other Energy,2.8333333333333335
1986.0,FRA,Other Renewables,1.5
1986.0,FRA,Solar,0.8333333333333333
1986.0,GBR,Energy Efficiency,2.0
1986.0,GBR,Fossil Fuels,5.833333333333333
1986.0,GBR,Grid,3.0
1986.0,GBR,Hybrid and Electric mobility,1.0
1986.0,GBR,Other Energy,5.333333333333333
1986.0,GBR,Other Renewables,0.3333333333333333
1986.0,GBR,Solar,0.5
1986.0,GBR,Storage (not electromobility),1.0
1986.0,GRC,Solar,1.0
1986.0,HKG,Other Renewables,0.5
1986.0,HKG,Storage (not electromobility),0.5
1986.0,IND,Energy Efficiency,2.5
1986.0,IND,Fossil Fuels,3.6666666666666665
1986.0,IND,Grid,0.5
1986.0,IND,Other Energy,4.333333333333333
1986.0,ISR,Energy Efficiency,1.0
1986.0,ITA,Energy Efficiency,0.3333333333333333
1986.0,ITA,Grid,4.333333333333333
1986.0,ITA,Other Energy,3.3333333333333335
1986.0,ITA,Other Renewables,0.5
1986.0,ITA,Solar,0.5
1986.0,ITA,Storage (not electromobility),2.0
1986.0,JPN,Energy Efficiency,0.25
1986.0,JPN,Fossil Fuels,2.75
1986.0,JPN,Hybrid and Electric mobility,1.0
1986.0,JPN,Other Energy,2.75
1986.0,JPN,Other Renewables,0.25
1986.0,JPN,Solar,1.0
1986.0,KOR,Hybrid and Electric mobility,1.0
1986.0,KOR,Other Energy,2.0
1986.0,MEX,Energy Efficiency,1.0
1986.0,MYS,Grid,1.0
1986.0,NGA,Fossil Fuels,1.3333333333333333
1986.0,NGA,Other Energy,0.3333333333333333
1986.0,NGA,Storage (not electromobility),0.3333333333333333
1986.0,NLD,Energy Efficiency,1.0
1986.0,NLD,Fossil Fuels,1.0
1986.0,NLD,Grid,1.0
1986.0,NOR,Energy Efficiency,0.5
1986.0,NOR,Fossil Fuels,2.5
1986.0,NOR,Other Energy,1.0
1986.0,NOR,Other Renewables,1.0
1986.0,NZL,Energy Efficiency,1.0
1986.0,NZL,Fossil Fuels,1.5
1986.0,NZL,Grid,1.0
1986.0,NZL,Other Energy,0.5
1986.0,OMN,Fossil Fuels,0.5
1986.0,OMN,Other Energy,0.5
1986.0,PAK,Fossil Fuels,1.0
1986.0,PER,Fossil Fuels,0.5
1986.0,PER,Other Energy,0.5
1986.0,SGP,Energy Efficiency,1.0
1986.0,SGP,Fossil Fuels,0.5
1986.0,SGP,Grid,1.0
1986.0,SGP,Other Energy,0.5
1986.0,SWE,Energy Efficiency,1.0
1986.0,SWE,Fossil Fuels,0.5
1986.0,SWE,Grid,1.0
1986.0,SWE,Other Energy,4.0
1986.0,SWE,Other Renewables,1.5
1986.0,THA,Fossil Fuels,0.5
1986.0,THA,Other Energy,0.5
1986.0,THA,Storage (not electromobility),1.0
1986.0,TUR,Fossil Fuels,0.5
1986.0,TUR,Other Energy,0.5
1986.0,TWN,Other Renewables,1.0
1986.0,UKR,Grid,1.0
1986.0,USA,Energy Efficiency,41.1
1986.0,USA,Fossil Fuels,34.0
1986.0,USA,Grid,24.0
1986.0,USA,Hybrid and Electric mobility,2.0
1986.0,USA,Nuclear,1.0
1986.0,USA,Other Energy,39.28333333333333
1986.0,USA,Other Renewables,11.783333333333333
1986.0,USA,Solar,7.333333333333333
1986.0,USA,Storage (not electromobility),1.5
1986.0,USA,Wind,1.0
1986.0,ZAF,Other Energy,1.0
1986.0,ZAF,Solar,1.0
1987.0,ARE,Energy Efficiency,1.0
1987.0,ARE,Fossil Fuels,1.0
1987.0,ARG,Fossil Fuels,0.5
1987.0,ARG,Other Energy,0.5
1987.0,AUS,Fossil Fuels,2.0
1987.0,AUS,Grid,1.0
1987.0,AUS,Other Energy,1.5
1987.0,AUS,Solar,0.5
1987.0,AUT,Fossil Fuels,1.0
1987.0,BEL,Grid,1.5
1987.0,BEL,Storage (not electromobility),0.5
1987.0,BRA,Energy Efficiency,1.0
1987.0,BRA,Fossil Fuels,1.0
1987.0,CAN,Energy Efficiency,2.1666666666666665
1987.0,CAN,Fossil Fuels,10.333333333333334
1987.0,CAN,Grid,5.666666666666667
1987.0,CAN,Hybrid and Electric mobility,1.0
1987.0,CAN,Other Energy,12.333333333333334
1987.0,CAN,Other Renewables,4.083333333333333
1987.0,CAN,Solar,0.3333333333333333
1987.0,CAN,Storage (not electromobility),1.0833333333333333
1987.0,CHE,Energy Efficiency,1.0
1987.0,CHE,Fossil Fuels,0.5
1987.0,CHE,Grid,2.0
1987.0,CHE,Other Energy,0.8333333333333333
1987.0,CHE,Other Renewables,2.0
1987.0,CHE,Solar,1.3333333333333333
1987.0,CHE,Storage (not electromobility),0.3333333333333333
1987.0,CHN,Energy Efficiency,2.0
1987.0,CHN,Grid,0.5
1987.0,CHN,Other Energy,2.5
1987.0,CHN,Solar,1.0
1987.0,CHN,Storage (not electromobility),1.0
1987.0,DEU,Energy Efficiency,2.333333333333333
1987.0,DEU,Fossil Fuels,1.0
1987.0,DEU,Grid,1.8333333333333333
1987.0,DEU,Other Energy,4.833333333333333
1987.0,DEU,Other Renewables,0.6666666666666666
1987.0,DEU,Solar,2.0
1987.0,DEU,Storage (not electromobility),0.3333333333333333
1987.0,DEU,Wind,1.0
1987.0,DNK,Other Energy,1.0
1987.0,DNK,Other Renewables,1.0
1987.0,DOM,Grid,1.0
1987.0,ESP,Energy Efficiency,1.5
1987.0,ESP,Fossil Fuels,0.5
1987.0,ESP,Grid,3.0
1987.0,ESP,Other Energy,2.5
1987.0,ESP,Other Renewables,1.0
1987.0,ESP,Solar,0.5
1987.0,ESP,Storage (not electromobility),1.0
1987.0,FIN,Other Energy,1.5
1987.0,FIN,Other Renewables,0.5
1987.0,FRA,Energy Efficiency,1.0
1987.0,FRA,Fossil Fuels,1.0
1987.0,FRA,Other Energy,4.0
1987.0,FRA,Other Renewables,1.0
1987.0,GBR,Energy Efficiency,6.5
1987.0,GBR,Fossil Fuels,6.5
1987.0,GBR,Grid,2.0
1987.0,GBR,Other Energy,4.5
1987.0,GBR,Other Renewables,2.5
1987.0,GRC,Energy Efficiency,3.0
1987.0,GRC,Grid,1.0
1987.0,GRC,Other Energy,1.0
1987.0,GRC,Other Renewables,1.0
1987.0,HKG,Energy Efficiency,1.0
1987.0,HKG,Fossil Fuels,1.0
1987.0,HKG,Other Energy,0.5
1987.0,HKG,Other Renewables,0.5
1987.0,IDN,Other Energy,1.0
1987.0,IND,Fossil Fuels,2.5
1987.0,IND,Grid,0.6666666666666666
1987.0,IND,Other Energy,1.8333333333333333
1987.0,IND,Other Renewables,0.5
1987.0,IND,Solar,0.5
1987.0,IRL,Fossil Fuels,0.6666666666666666
1987.0,IRL,Other Energy,0.3333333333333333
1987.0,ISR,Energy Efficiency,1.0
1987.0,ISR,Grid,1.0
1987.0,ISR,Other Energy,1.5
1987.0,ISR,Other Renewables,0.5
1987.0,ITA,Energy Efficiency,1.0
1987.0,ITA,Fossil Fuels,1.5
1987.0,ITA,Grid,1.0
1987.0,ITA,Other Energy,1.0
1987.0,ITA,Solar,1.0
1987.0,ITA,Storage (not electromobility),0.5
1987.0,JPN,Fossil Fuels,1.0
1987.0,JPN,Other Energy,1.0
1987.0,KOR,Energy Efficiency,0.5
1987.0,KOR,Grid,1.0
1987.0,KOR,Other Energy,2.5
1987.0,KOR,Storage (not electromobility),1.0
1987.0,KWT,Fossil Fuels,1.0
1987.0,MAR,Other Renewables,1.0
1987.0,MEX,Grid,1.0
1987.0,NLD,Energy Efficiency,1.0
1987.0,NLD,Other Energy,0.5
1987.0,NLD,Other Renewables,0.5
1987.0,NOR,Bioenergy,1.0
1987.0,NOR,Fossil Fuels,4.833333333333333
1987.0,NOR,Grid,2.0
1987.0,NOR,Other Energy,0.8333333333333333
1987.0,NOR,Other Renewables,0.3333333333333333
1987.0,NPL,Other Energy,1.0
1987.0,NZL,Other Energy,1.0
1987.0,OMN,Grid,1.0
1987.0,PHL,Fossil Fuels,1.0
1987.0,PHL,Other Renewables,1.0
1987.0,PRT,Grid,1.0
1987.0,SAU,Fossil Fuels,0.5
1987.0,SAU,Other Energy,0.5
1987.0,SGP,Energy Efficiency,1.0
1987.0,SGP,Fossil Fuels,0.5
1987.0,SGP,Other Energy,0.5
1987.0,SWE,Energy Efficiency,1.0
1987.0,SWE,Grid,0.3333333333333333
1987.0,SWE,Nuclear,0.3333333333333333
1987.0,SWE,Other Energy,0.3333333333333333
1987.0,SWE,Solar,1.0
1987.0,THA,Bioenergy,0.3333333333333333
1987.0,THA,Fossil Fuels,1.0
1987.0,THA,Grid,1.0
1987.0,THA,Other Energy,0.3333333333333333
1987.0,THA,Other Renewables,0.3333333333333333
1987.0,TWN,Energy Efficiency,2.0
1987.0,USA,Energy Efficiency,17.78333333333333
1987.0,USA,Fossil Fuels,35.65
1987.0,USA,Grid,18.333333333333332
1987.0,USA,Hybrid and Electric mobility,1.0
1987.0,USA,Hydrogen and Fuel Cells,0.5
1987.0,USA,Nuclear,1.0
1987.0,USA,Other Energy,34.53333333333333
1987.0,USA,Other Renewables,13.783333333333333
1987.0,USA,Solar,4.083333333333333
1987.0,USA,Storage (not electromobility),0.3333333333333333
1987.0,USA,Wind,1.0
1987.0,VNM,Grid,1.0
1987.0,ZAF,Energy Efficiency,1.0
1987.0,ZAF,Other Renewables,1.0
1988.0,AUS,Energy Efficiency,1.0
1988.0,AUS,Fossil Fuels,1.0
1988.0,AUS,Other Energy,4.0
1988.0,AUS,Other Renewables,1.0
1988.0,AUS,Solar,1.0
1988.0,BEL,Energy Efficiency,2.0
1988.0,BEL,Grid,1.0
1988.0,BEL,Other Energy,0.6666666666666666
1988.0,BEL,Other Renewables,0.3333333333333333
1988.0,BFA,Fossil Fuels,1.0
1988.0,BRA,Grid,0.5
1988.0,BRA,Other Energy,1.0
1988.0,BRA,Solar,0.5
1988.0,CAN,Bioenergy,0.5
1988.0,CAN,Energy Efficiency,2.333333333333333
1988.0,CAN,Fossil Fuels,4.333333333333333
1988.0,CAN,Grid,1.3333333333333333
1988.0,CAN,Other Energy,8.666666666666666
1988.0,CAN,Other Renewables,3.833333333333333
1988.0,CHE,Energy Efficiency,1.3333333333333333
1988.0,CHE,Fossil Fuels,0.5
1988.0,CHE,Grid,2.5
1988.0,CHE,Other Energy,5.833333333333333
1988.0,CHE,Solar,1.8333333333333333
1988.0,CHE,Storage (not electromobility),1.0
1988.0,CHL,Fossil Fuels,0.5
1988.0,CHL,Other Energy,0.5
1988.0,CHN,Energy Efficiency,0.5
1988.0,CHN,Fossil Fuels,3.0
1988.0,CHN,Grid,1.5
1988.0,CHN,Hybrid and Electric mobility,2.0
1988.0,CHN,Other Energy,7.0
1988.0,CHN,Solar,2.0
1988.0,CHN,Storage (not electromobility),1.0
1988.0,CHN,Wind,1.0
1988.0,CYP,Other Energy,1.0
1988.0,DEU,Energy Efficiency,0.5
1988.0,DEU,Fossil Fuels,2.0
1988.0,DEU,Grid,3.8333333333333335
1988.0,DEU,Hybrid and Electric mobility,2.0
1988.0,DEU,Other Energy,5.166666666666666
1988.0,DEU,Other Renewables,3.5
1988.0,DEU,Solar,4.666666666666666
1988.0,DEU,Wind,0.3333333333333333
1988.0,DNK,Energy Efficiency,1.0
1988.0,ESP,Energy Efficiency,1.5
1988.0,ESP,Fossil Fuels,2.0
1988.0,ESP,Other Energy,4.0
1988.0,ESP,Other Renewables,1.5
1988.0,FIN,Grid,1.0
1988.0,FRA,Energy Efficiency,1.0
1988.0,FRA,Fossil Fuels,0.5
1988.0,FRA,Grid,1.0
1988.0,FRA,Nuclear,1.0
1988.0,FRA,Other Energy,1.0
1988.0,FRA,Other Renewables,1.5
1988.0,FRA,Storage (not electromobility),1.0
1988.0,GBR,Energy Efficiency,6.0
1988.0,GBR,Fossil Fuels,7.833333333333333
1988.0,GBR,Grid,1.0
1988.0,GBR,Other Energy,10.333333333333334
1988.0,GBR,Other Renewables,1.8333333333333333
1988.0,GBR,Solar,2.0
1988.0,GRC,Grid,1.0
1988.0,HKG,Energy Efficiency,1.0
1988.0,HKG,Other Energy,1.0
1988.0,IDN,Energy Efficiency,0.5
1988.0,IDN,Other Energy,0.5
1988.0,IND,Energy Efficiency,1.0
1988.0,IND,Fossil Fuels,1.0
1988.0,IND,Grid,0.5
1988.0,IND,Other Energy,4.5
1988.0,IND,Solar,1.0
1988.0,ISL,Other Energy,1.0
1988.0,ISR,Fossil Fuels,0.5
1988.0,ISR,Other Energy,0.5
1988.0,ISR,Other Renewables,1.0
1988.0,ITA,Energy Efficiency,0.5
1988.0,ITA,Hybrid and Electric mobility,1.0
1988.0,ITA,Other Energy,3.5
1988.0,ITA,Solar,2.0
1988.0,JPN,Energy Efficiency,4.0
1988.0,JPN,Other Energy,1.0
1988.0,JPN,Other Renewables,0.5
1988.0,JPN,Storage (not electromobility),0.5
1988.0,KOR,Energy Efficiency,3.0
1988.0,KOR,Fossil Fuels,2.5
1988.0,KOR,Other Energy,1.0
1988.0,KOR,Other Renewables,1.5
1988.0,MEX,Energy Efficiency,0.8
1988.0,MEX,Other Energy,0.2
1988.0,MYS,Fossil Fuels,2.0
1988.0,MYS,Other Energy,1.0
1988.0,NLD,Energy Efficiency,2.0
1988.0,NLD,Fossil Fuels,1.0
1988.0,NLD,Hybrid and Electric mobility,1.0
1988.0,NLD,Other Energy,1.5
1988.0,NLD,Other Renewables,0.5
1988.0,NOR,Fossil Fuels,2.0
1988.0,NOR,Other Energy,1.0
1988.0,PAK,Fossil Fuels,1.0
1988.0,PHL,Fossil Fuels,1.0
1988.0,POL,Energy Efficiency,2.0
1988.0,POL,Grid,0.5
1988.0,POL,Hybrid and Electric mobility,1.0
1988.0,POL,Other Energy,0.5
1988.0,PRT,Grid,0.3333333333333333
1988.0,PRT,Other Energy,0.3333333333333333
1988.0,PRT,Other Renewables,1.3333333333333333
1988.0,RUS,Fossil Fuels,0.5
1988.0,RUS,Other Energy,0.5
1988.0,SAU,Other Energy,1.0
1988.0,SGP,Fossil Fuels,1.0
1988.0,SGP,Other Energy,1.0
1988.0,SVK,Energy Efficiency,1.0
1988.0,SVK,Fossil Fuels,0.5
1988.0,SVK,Other Energy,0.5
1988.0,SWE,Fossil Fuels,0.3333333333333333
1988.0,SWE,Grid,3.0
1988.0,SWE,Other Energy,0.3333333333333333
1988.0,SWE,Other Renewables,1.0
1988.0,SWE,Solar,0.3333333333333333
1988.0,THA,Fossil Fuels,1.3333333333333333
1988.0,THA,Grid,1.8333333333333333
1988.0,THA,Other Energy,2.1666666666666665
1988.0,THA,Other Renewables,0.6666666666666666
1988.0,TWN,Fossil Fuels,1.0
1988.0,UKR,Other Energy,1.0
1988.0,USA,Energy Efficiency,35.25
1988.0,USA,Fossil Fuels,25.916666666666668
1988.0,USA,Grid,15.583333333333334
1988.0,USA,Hybrid and Electric mobility,5.0
1988.0,USA,Nuclear,1.5
1988.0,USA,Other Energy,37.083333333333336
1988.0,USA,Other Renewables,7.5
1988.0,USA,Solar,9.166666666666666
1988.0,VNM,Grid,1.0
1988.0,ZAF,Energy Efficiency,1.0
1989.0,ARE,Other Energy,1.0
1989.0,AUS,Energy Efficiency,0.3333333333333333
1989.0,AUS,Fossil Fuels,2.0
1989.0,AUS,Other Energy,0.3333333333333333
1989.0,AUS,Other Renewables,0.3333333333333333
1989.0,AUT,Energy Efficiency,1.3333333333333333
1989.0,AUT,Grid,0.16666666666666666
1989.0,AUT,Other Energy,0.16666666666666666
1989.0,AUT,Solar,0.16666666666666666
1989.0,AUT,Storage (not electromobility),0.16666666666666666
1989.0,BEL,Bioenergy,1.0
1989.0,BEL,Energy Efficiency,3.5
1989.0,BEL,Grid,2.0
1989.0,BEL,Other Energy,0.5
1989.0,BEL,Other Renewables,1.0
1989.0,BGR,Grid,1.0
1989.0,BIH,Grid,0.5
1989.0,BIH,Other Energy,0.5
1989.0,BRA,Nuclear,1.0
1989.0,BRA,Other Energy,1.5
1989.0,BRA,Other Renewables,0.5
1989.0,CAN,Bioenergy,0.25
1989.0,CAN,Energy Efficiency,7.166666666666667
1989.0,CAN,Fossil Fuels,7.0
1989.0,CAN,Grid,4.0
1989.0,CAN,Hybrid and Electric mobility,1.0
1989.0,CAN,Other Energy,6.5
1989.0,CAN,Other Renewables,2.333333333333333
1989.0,CAN,Solar,0.25
1989.0,CAN,Storage (not electromobility),0.5
1989.0,CHE,Energy Efficiency,1.3333333333333333
1989.0,CHE,Grid,2.5
1989.0,CHE,Other Energy,4.666666666666667
1989.0,CHE,Other Renewables,0.6666666666666666
1989.0,CHE,Solar,2.5
1989.0,CHE,Storage (not electromobility),0.3333333333333333
1989.0,CHL,Energy Efficiency,1.0
1989.0,CHN,Energy Efficiency,1.3333333333333333
1989.0,CHN,Fossil Fuels,1.0
1989.0,CHN,Grid,1.3333333333333333
1989.0,CHN,Other Energy,2.333333333333333
1989.0,CHN,Other Renewables,0.5
1989.0,CHN,Solar,0.5
1989.0,CHN,Storage (not electromobility),1.0
1989.0,CZE,Energy Efficiency,0.5
1989.0,CZE,Other Energy,0.5
1989.0,DEU,Energy Efficiency,5.0
1989.0,DEU,Fossil Fuels,3.0
1989.0,DEU,Grid,2.0
1989.0,DEU,Other Energy,7.5
1989.0,DEU,Other Renewables,1.0
1989.0,DEU,Solar,3.0
1989.0,DEU,Wind,0.5
1989.0,DNK,Grid,1.3333333333333333
1989.0,DNK,Other Energy,1.3333333333333333
1989.0,DNK,Storage (not electromobility),0.3333333333333333
1989.0,DNK,Wind,1.0
1989.0,DZA,Energy Efficiency,0.3333333333333333
1989.0,DZA,Grid,0.3333333333333333
1989.0,DZA,Other Energy,0.3333333333333333
1989.0,EGY,Energy Efficiency,1.0
1989.0,EGY,Other Energy,0.5
1989.0,EGY,Solar,0.5
1989.0,ESP,Energy Efficiency,4.0
1989.0,ESP,Grid,3.0
1989.0,ESP,Other Energy,1.5
1989.0,ESP,Other Renewables,3.5
1989.0,ESP,Storage (not electromobility),1.0
1989.0,FIN,Other Energy,0.5
1989.0,FIN,Other Renewables,0.5
1989.0,FRA,Energy Efficiency,1.5
1989.0,FRA,Fossil Fuels,1.0
1989.0,FRA,Grid,1.0
1989.0,FRA,Other Energy,3.833333333333333
1989.0,FRA,Other Renewables,3.0
1989.0,FRA,Solar,0.3333333333333333
1989.0,FRA,Wind,0.3333333333333333
1989.0,GAB,Fossil Fuels,0.5
1989.0,GAB,Other Energy,0.5
1989.0,GBR,Energy Efficiency,4.666666666666666
1989.0,GBR,Fossil Fuels,6.833333333333333
1989.0,GBR,Grid,0.25
1989.0,GBR,Hybrid and Electric mobility,2.0
1989.0,GBR,Nuclear,0.25
1989.0,GBR,Other Energy,13.75
1989.0,GBR,Other Renewables,2.4166666666666665
1989.0,GBR,Solar,0.8333333333333333
1989.0,GRC,Energy Efficiency,0.5
1989.0,GRC,Other Energy,0.5
1989.0,GRC,Solar,1.0
1989.0,HKG,Fossil Fuels,0.5
1989.0,HKG,Other Energy,1.0
1989.0,HKG,Solar,0.5
1989.0,HRV,Grid,1.0
1989.0,HRV,Solar,1.0
1989.0,HUN,Energy Efficiency,2.0
1989.0,IDN,Fossil Fuels,1.0
1989.0,IND,Energy Efficiency,3.0
1989.0,IND,Fossil Fuels,2.0
1989.0,IND,Other Energy,6.0
1989.0,IND,Solar,4.0
1989.0,ISR,Energy Efficiency,1.0
1989.0,ISR,Fossil Fuels,0.5
1989.0,ISR,Other Energy,0.5
1989.0,ISR,Storage (not electromobility),1.0
1989.0,ITA,Fossil Fuels,1.0
1989.0,ITA,Grid,0.5
1989.0,ITA,Other Energy,2.0
1989.0,ITA,Other Renewables,1.5
1989.0,JPN,Energy Efficiency,0.8333333333333333
1989.0,JPN,Fossil Fuels,1.3333333333333333
1989.0,JPN,Grid,1.5
1989.0,JPN,Other Energy,3.333333333333333
1989.0,KOR,Energy Efficiency,2.4
1989.0,KOR,Grid,1.0
1989.0,KOR,Nuclear,0.2
1989.0,KOR,Other Energy,0.2
1989.0,KOR,Other Renewables,2.2
1989.0,KOR,Storage (not electromobility),1.0
1989.0,MEX,Solar,1.0
1989.0,MYS,Energy Efficiency,1.0
1989.0,MYS,Fossil Fuels,2.0
1989.0,MYS,Other Energy,1.0
1989.0,MYS,Other Renewables,1.0
1989.0,NGA,Energy Efficiency,0.3333333333333333
1989.0,NGA,Fossil Fuels,0.3333333333333333
1989.0,NGA,Other Energy,1.3333333333333333
1989.0,NLD,Energy Efficiency,1.0
1989.0,NLD,Fossil Fuels,1.3333333333333333
1989.0,NLD,Grid,1.5
1989.0,NLD,Other Energy,1.3333333333333333
1989.0,NLD,Other Renewables,0.8333333333333333
1989.0,NOR,Fossil Fuels,4.0
1989.0,NOR,Other Energy,2.0
1989.0,NZL,Other Energy,1.0
1989.0,PHL,Fossil Fuels,1.0
1989.0,POL,Fossil Fuels,1.0
1989.0,POL,Grid,1.5
1989.0,POL,Other Energy,0.3333333333333333
1989.0,POL,Other Renewables,0.6666666666666666
1989.0,POL,Solar,0.5
1989.0,PRT,Grid,1.0
1989.0,PRT,Other Energy,1.5
1989.0,PRT,Solar,0.5
1989.0,ROM,Grid,1.0
1989.0,RUS,Energy Efficiency,0.3333333333333333
1989.0,RUS,Fossil Fuels,1.0
1989.0,RUS,Other Energy,0.3333333333333333
1989.0,RUS,Other Renewables,0.3333333333333333
1989.0,SVK,Storage (not electromobility),1.0
1989.0,SWE,Bioenergy,0.5
1989.0,SWE,Energy Efficiency,1.5
1989.0,SWE,Grid,1.0
1989.0,SWE,Nuclear,0.5
1989.0,SWE,Other Energy,5.0
1989.0,SWE,Other Renewables,0.5
1989.0,SWE,Solar,1.0
1989.0,TUR,Energy Efficiency,0.4
1989.0,TUR,Fossil Fuels,0.2
1989.0,TUR,Grid,0.5
1989.0,TUR,Other Energy,0.7
1989.0,TUR,Storage (not electromobility),0.2
1989.0,TWN,Energy Efficiency,0.5
1989.0,TWN,Hybrid and Electric mobility,1.0
1989.0,TWN,Solar,1.5
1989.0,UKR,Grid,0.5
1989.0,UKR,Other Energy,0.5
1989.0,USA,Energy Efficiency,26.416666666666668
1989.0,USA,Fossil Fuels,30.916666666666668
1989.0,USA,Grid,21.583333333333332
1989.0,USA,Hybrid and Electric mobility,2.0
1989.0,USA,Other Energy,43.166666666666664
1989.0,USA,Other Renewables,18.75
1989.0,USA,Solar,7.5
1989.0,USA,Storage (not electromobility),2.3333333333333335
1989.0,USA,Wind,0.3333333333333333
1990.0,ARE,Solar,1.0
1990.0,ARG,Other Renewables,2.0
1990.0,AUS,Energy Efficiency,1.0
1990.0,AUS,Fossil Fuels,1.0
1990.0,AUS,Grid,0.5
1990.0,AUS,Other Energy,2.5
1990.0,AUT,Energy Efficiency,1.0
1990.0,AUT,Hybrid and Electric mobility,1.0
1990.0,BEL,Energy Efficiency,0.5
1990.0,BEL,Fossil Fuels,0.3333333333333333
1990.0,BEL,Grid,1.8333333333333333
1990.0,BEL,Other Energy,0.3333333333333333
1990.0,BEL,Other Renewables,1.0
1990.0,BGD,Fossil Fuels,1.0
1990.0,CAN,Energy Efficiency,2.0
1990.0,CAN,Fossil Fuels,5.5
1990.0,CAN,Grid,3.5
1990.0,CAN,Hybrid and Electric mobility,1.0
1990.0,CAN,Other Energy,8.666666666666666
1990.0,CAN,Other Renewables,1.3333333333333333
1990.0,CHE,Energy Efficiency,0.5
1990.0,CHE,Fossil Fuels,1.0
1990.0,CHE,Grid,2.5
1990.0,CHE,Hybrid and Electric mobility,1.0
1990.0,CHE,Other Energy,4.0
1990.0,CHE,Solar,1.0
1990.0,CHN,Bioenergy,0.5
1990.0,CHN,Fossil Fuels,1.5
1990.0,CHN,Grid,1.0
